headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
"For a Classic Motown Song About Money, Credit Is What He Wants",2013-09-01,article,News,,"['Music', 'Copyrights and Copyright Violations', 'Royalties']","The songwriter Barrett Strong has had his name struck from copyright documents for “Money (That’s What I Want),” Motown’s first national hit.","DETROIT — On the lawn outside Motown Records’ former headquarters here, a historical marker honors the pivotal role that the song “Money (That’s What I Want)” played in building the Motown empire. With its hypnotic piano riff and unabashedly materialistic refrain, “Money,” recorded in 1959, was the first national success for the label that came to be known as “Hitsville U.S.A.,” giving the fledgling company credibility and a vital infusion of cash. "
World Cup Adapts a Tennis Format,2013-09-01,article,News,,['Chess'],"After being rejected by players for use in the world title game, a tennis-like elimination system is used to decide the winner of an important chess tournament.","In 1998, the World Chess Federation’s championship was decided in a tournament based on the 128-player elimination system used in professional tennis. Matches consisted of two slow games followed by faster games in the case of a tie. "
N.F.L. Scouting Report: Difference Makers? Could Be,2013-09-01,article,News,,['Football'],A look around the league shows that each team has a player whose individual success could affect how things go in 2013.,"Richard Sherman, the Seattle Seahawks’ All-Pro cornerback, is, to put it politely, polarizing. He has been in the league two seasons but has already made enough waves to last a career."
Obama Seeks Congress Authorization,2013-09-01,multimedia,Video,,"['Middle East and North Africa Unrest (2010- )', 'United States International Relations', 'United States Politics and Government']","President Obama, speaking about the conflict in Syria, said that the United States would be stronger if all agreed on the path for our nation to take.","President Obama, speaking about the conflict in Syria, said that the United States would be stronger if all agreed on the path for our nation to take."
Obama Seeks Support on Syria,2013-09-01,multimedia,Video,,"['Middle East and North Africa Unrest (2010- )', 'United States Defense and Military Forces', 'Biological and Chemical Warfare', 'United States Politics and Government']","American presidents generally want support from three places: Congress, the American people and allies abroad. In the case of a possible military strike in Syria, support may be in short supply.","American presidents generally want support from three places: Congress, the American people and allies abroad. In the case of a possible military strike in Syria, support may be in short supply."
Radiation Near Japanese Plant’s Tanks Suggests New Leaks,2013-09-01,article,News,,"['Radiation', 'Hazardous and Toxic Substances', 'Fukushima Daiichi Nuclear Power Plant (Japan)']","The crisis over tons of contaminated water at the plant, crippled two years ago by an earthquake and tsunami, has worsened.","TOKYO — A crisis over contaminated water at Japan’s stricken nuclear plant worsened on Saturday when the plant’s operator said it had detected high radiation levels near storage tanks, a finding that raised the possibility of additional leaks."
Getting to Know Tim Smyczek,2013-09-01,article,News,,['United States Open (Tennis)'],"John Isner’s loss on Saturday left Tim Smyczek, ranked 109th, as the last American man remaining in the U.S. Open singles draw.",Name: Tim Smyczek (Pronounced: SMEE-check)
Davis’s Injury Casts Pall on the Mets’ Blowout Win,2013-09-01,article,News,,['Baseball'],An injury to first baseman Ike Davis muted the good vibes from the Mets’ 17-hit outburst and the rookie right-hander Zack Wheeler’s strong outing on the mound.,"WASHINGTON — Though the Mets rollicked to an 11-3 victory over the Washington Nationals on Saturday night, any positive developments at the ballpark were overshadowed by one worrisome swing."
Italian Qualifier Ends Wozniacki’s Climb Back to Top,2013-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']","Camila Giorgi, the 136th-ranked player in the world, upset Caroline Wozniacki, the No. 6 seed, ending Wozniacki’s run at her first Grand Slam title.","The former No. 1 Caroline Wozniacki’s streak of early Grand Slam exits continued Saturday, when she was eliminated in the third round of the United States Open. "
"Quotation of the Day for Sunday, September 1, 2013",2013-09-01,article,Quote,,[],"Quotation of the day for Sunday, September 1, 2013.","“I’m prepared to give that order. But having made my decision as commander in chief based on what I am convinced is our national security interests, I’m also mindful that I’m the president of the world’s oldest constitutional democracy.”"
Accusations Made Against Travers Winner,2013-09-01,article,Brief,,"['Horse Racing', 'Jockeys, Drivers and Trainers']","The New York State Gaming Commission will investigate a complaint that Luis Saez, who rode the Travers winner Will Take Charge, used an electrical device on his horse during the race.","The New York State Gaming Commission will investigate a complaint filed Friday by the connections of Moreno, the second-place finisher in the Travers Stakes on Aug. 24. The complaint says that Luis Saez, who rode the Travers winner Will Take Charge, used an electrical device on his horse during the race."
"Margo Stern, Matthew Brinegar",2013-09-01,article,News,,['Weddings and Engagements'],The bride is a senior strategist at Google; the groom is a lawyer.,"Margo Lillie Stern and Matthew Allen Brinegar were married Saturday evening at the San Francisco Zoo by the Rev. David Takahashi Morris, a Unitarian Universalist minister."
"Megan O’Grady, Thorsten Trimpop",2013-09-01,article,News,,['Weddings and Engagements'],The bride is a contributing editor and the book critic at Vogue; the groom is a documentary director and teaches at Boston University.,"Megan O’Grady and Thorsten Trimpop were married Saturday at the home of Susan Gray and Giovanni Cassano, friends of the couple, in Rowley, Mass. Robb Moss, another friend of the couple, received permission from Massachusetts to officiate."
"Shira Toeplitz, Eli Center",2013-09-01,article,News,,['Weddings and Engagements'],"The bride and groom work in Washington, she at Roll Call and he as a campaign consultant.","Shira Ransom Toeplitz and Eli Bryan Center are to be married Sunday at the Heinz Hall for the Performing Arts in Pittsburgh. Pastor Bob Wilson, a United Methodist minister, is to officiate at a nondenominational ceremony incorporating Jewish traditions, including a canopy and the breaking of a glass wrapped in a Pittsburgh Steelers towel. "
"Patricia Summers, Oliver Edwards VII",2013-09-01,article,News,,['Weddings and Engagements'],"The bride is the vice consul for communications at the British Consulate-General in New York; the groom is a law clerk at Lawler Mahon & Rooney, a New York law firm.","Patricia Lynn Summers, the daughter of Charles E. Summers Jr. of Scarborough, Me., and the late Debra J. Summers, is to be married Sunday to Oliver Edwards VII, the son of Anita Schubeler Edwards and Mr. Edwards VI of New York. The Rev. Brian L. Manigold, a United Methodist minister and an uncle of the bride, is to officiate at the Maine Irish Heritage Center in Portland, Me. "
"Lianna Lipton, Jonathan Spector",2013-09-01,article,News,,['Weddings and Engagements'],"The bride, a third-year medical student, and the groom, a consultant, met at Brown.","Lianna Rebecca Lipton, the daughter of Amy N. Lipton and Dr. Richard B. Lipton of Greenwich, Conn., is to be married Sunday to Jonathan Lawrence Caruso Spector, a son of Nancie R. Spector and David R. Caruso of New Canaan, Conn. Rabbi Mitchell M. Hurvitz is to officiate at the Putnam Valley, N.Y., summer house of the bride’s family."
"Sonali Bloom, Ilan Gutherz",2013-09-01,article,News,,['Weddings and Engagements'],"The couple received degrees from Yale, where they met.","Sonali Reddy Bloom, the daughter of Lakshmi Reddy Bloom and David E. Bloom of Weston, Mass., is to be married Sunday afternoon to Ilan Weiner Gutherz, a son of Carmi Weiner Gutherz and Rabbi Thomas A. Gutherz of Charlottesville, Va. The groom’s father is to officiate at the Gardens at Elm Bank, an event space, at the Massachusetts Horticultural Society in Wellesley, Mass. "
"Cassandra Vinograd, Adam Cohen",2013-09-01,article,News,,['Weddings and Engagements'],"The couple work in London, she as a general news correspondent for The Associated Press, he at Google as the head of competition policy for Europe, the Middle East, Africa and Asia.","Cassandra Sara Vinograd, a daughter of Barbara Lefkowitz Vinograd and Serge G. Vinograd of Fairfield, Conn., is to be married Sunday at her parents’ house to Adam Samuel Cohen, a son of Marcia Friedman Cohen and Dr. Daniel M. Cohen of Brookline, Mass. Rabbi Robert J. Orkand is to officiate."
"Darshana Alle, Deepak Raghavan",2013-09-01,article,News,,['Weddings and Engagements'],The bride is an allergist and immunologist; the groom is a chief fellow in neuroradiology.,"Dr. Darshana Alle and Dr. Deepak Raghavan were married Saturday morning by Pundit Sreedhara Sri, a Hindu priest, in a traditional Hindu Vedic ceremony at LaCentre Conference and Banquet Hall in Westlake, Ohio. "
"Nicole Guida, Lara Rios",2013-09-01,article,News,,['Weddings and Engagements'],Ms. Guida is the associate director for creative services at the Partnership at Drugfree.org; Ms. Rios is the deputy general counsel for a company that owns and develops electric power plants.,"Nicole Marie Guida, the daughter of Ana Guida and Humberto Guida of Miami, was married Saturday to Lara Marie Rios, a daughter of Janet A. Ferraro of Flushing, Queens, and Jaime A. Rios of Rego Park, Queens. Ryan J. Bruno, a friend of the couple who became a Universal Life minister for the event, officiated at the Green Building, an events space in Brooklyn."
Jennifer Becker and Adam Pollet,2013-09-01,article,News,,['Weddings and Engagements'],The bride is a legislative assistant in Washington; the groom is a litigation associate at a Washington law firm.,"Jennifer Anne Amalia Becker and Adam Cross Pollet were married Saturday evening at the Church of St. Joseph in New York. The Rev. John P. McGuire, a Roman Catholic priest, performed the ceremony."
"Kendall Aliment, Adam Ostrow",2013-09-01,article,News,,['Weddings and Engagements'],The bride is an account executive at a New York public relations firm; the groom is the chief strategy officer at a news Web site.,"Kendall Elizabeth Aliment and Adam Joseph Ostrow are to be married Sunday at the Suncadia Resort in Cle Elum, Wash. Romany Malco, an actor and a friend of the couple, who was ordained by the American Marriage Ministries for the occasion, will officiate."
"Elenore Patterson, Pavan Bhatraju",2013-09-01,article,News,,['Weddings and Engagements'],"The couple are internists at NYU Langone Medical Center, Bellevue Hospital Center and Manhattan Veterans Affairs Hospital.","Dr. Elenore Elizabeth Patterson and Dr. Pavan Kumar Bhatraju were married Saturday in the Cannon Chapel at Emory University in Atlanta. The Rev. Don E. Saliers, a United Methodist minister, performed a nondenominational ceremony. That morning, Pandit Phani Kumar Sharma Pidaparthi led a Hindu ceremony at the Emory Conference Center Hotel in Atlanta. "
"Michaelanne Besch, Andrew Robinton",2013-09-01,article,News,,['Weddings and Engagements'],The bride works in the New York engineering office of Google; the groom will become a senior consultant in New York with Deloitte Consulting.,"Michaelanne Besch and Andrew Lewis Robinton were married Saturday evening at Gary’s Loft, a photography studio and event space in New York. The groom’s uncle, William Groner, who became a Universal Life minister for the occasion, officiated. Kenneth Goff, a friend of the couple who also became a Universal Life minister, led the exchange of rings."
"John Ashworth, Michael Vondriska",2013-09-01,article,News,,['Weddings and Engagements'],Mr. Ashworth graduated from Dartmouth; Mr. Vondriska graduated from Penn.,"John Roberts Ashworth and Michael Roy Vondriska are to be married Sunday evening by the Rev. Stephen C. Holton, an Episcopal priest, at Grace Church in New York."
Bound by the Memory of Her Father,2013-09-01,article,News,,['Weddings and Engagements'],The bride is the general counsel for Willoughby Capital Holdings; the groom is the in-house counsel for the American Israel Public Affairs Committee.,"Elisia Brooke Abrams and Keath Shane Blatt are to be married Sunday in Scottsdale, Ariz. Rabbi Micah Caplan is to officiate at the Four Seasons Scottsdale at Troon North. "
"Lisa Gernak, Calder Hynes",2013-09-01,article,News,,['Weddings and Engagements'],The bride is an administrative assistant at a Ritz-Carlton; the groom is the public relations manager for the Brooklyn Nets.,"Lisa Nicole Gernak and Calder Glasston Hynes are to be married Sunday at the Ritz-Carlton, Dove Mountain, in Marana, Ariz. Randy Spalding, a Universal Life minister, will officiate. "
Ashley Farmer and Adewole Adamson,2013-09-01,article,News,,['Weddings and Engagements'],The bride is a postdoctoral fellow; the groom is a second-year resident in dermatology.,"Ashley Dawn Farmer and Dr. Adewole Shomari Adamson are to be married Sunday evening at the Carroll Slater Sifly Piazza of the High Museum of Art in Atlanta. The Rev. Cheryl Moore Adamson, a Baptist minister and a paternal aunt of the groom, will officiate. "
"Suzette Tiongson, Karl Schmidt",2013-09-01,article,News,,['Weddings and Engagements'],The bride and groom met at New York University,"Suzette Santos Tiongson and Karl Douglas Schmidt are to be married Sunday evening at the Ryland Inn in Whitehouse Station, N.J. The Rev. Jack Ryan, a Roman Catholic priest now affiliated with CITI Ministries, is to officiate in a nondenominational Christian ceremony that will incorporate Philippine traditions like pinning veils on the couple, draping a cord around them, and exchanging blessed coins. "
David Brooks and William Ryall,2013-09-01,article,News,,['Weddings and Engagements'],The couple work in show business.,"David Alan Brooks and William Ryall were married Friday at Wagner Cove in Central Park in New York. Gail A. Buckley, a friend of the couple who became an Open Ministry minister for this event, officiated. "
"Paige Reidy, Jeffrey Soffen",2013-09-01,article,News,,['Weddings and Engagements'],The bride and groom met in 2009 in Copenhagen while studying at the Danish Institute for Study Abroad.,"Paige Elizabeth Reidy, a daughter of Alison Endler Reidy and Thomas E. Reidy of Honeoye Falls, N.Y., is to be married Sunday at her parents’ house to Jeffrey Bryan Soffen, the son of Margaret Fox Soffen and Stephen A. Soffen of Potomac, Md. Rabbi Scott Matous is to officiate with the Rev. Robert Scott Bourcy, a Roman Catholic priest, assisting."
"Diana Kassen, Ezra Mehlman",2013-09-01,article,News,,['Weddings and Engagements'],The bride is a manager at NewYork-Presbyterian Hospital; the groom is a senior associate at an investment group in New York.,"Diana Alix Kassen, a daughter of Shelly A. Kassen and Michael M. Kassen of Westport, Conn., is to be married Sunday to Ezra Borinsky Mehlman, the son of Alicia Borinsky and Jeffrey S. Mehlman of Brookline, Mass. Rabbi Jeremy J. Wiederhorn will officiate at the Sanctuary Hotel in Kiawah Island, S.C., with Rabbi Adam J. Rosenbaum also taking part."
"Theodore Miller, Philip Piga",2013-09-01,article,News,,['Weddings and Engagements'],A wedding in Washington.,"Theodore Shannon Miller and Philip Sheridan Piga are to be married Sunday evening at the Carnegie Institution for Science in Washington. The Rev. Ryan C. Tisch, a minister of the World Christianship Ministries, is to officiate. "
Leigh Kittay and Eric Lehrman,2013-09-01,article,News,,['Weddings and Engagements'],"The couple work at production companies in California, she at Parkes/MacDonald Productions in Santa Monica; he at All3Media America in Los Angeles.","Leigh Rachel Kittay and Eric Thaul Lehrman were married Saturday in Kenwood, Calif. Rabbi Nancy Fuchs Kreimer officiated at the Kunde Family Estate winery."
"Joelle Hobeika, Alan Stevenson",2013-09-01,article,News,,['Weddings and Engagements'],The bride is a senior editor for a book and television production company in New York; the groom is a project architect in the New York office of a St. Louis firm.,"Joelle Hobeika and Alan Keeth Stevenson are to be married Sunday at the Plimoth Plantation in Plymouth, Mass. The Rev. Donna Cunio, a minister at the Union Mission Chapel in Scituate, Mass., will lead the nondenominational service."
"Ashley Jackson, Michael Beal",2013-09-01,article,News,,['Weddings and Engagements'],The bride is a biomedical consultant; the groom is in the investment banking unit of JPMorgan Chase.,"Ashley Sylvia Jackson and Michael M. Beal are to be married Sunday at the de Seversky Mansion, part of the New York Institute of Technology campus in Old Westbury, N.Y. The Rev. Stephen E. Epps, a Disciples of Christ minister, is to officiate. "
"Abby Borovitz, Michael Friedman",2013-09-01,article,News,,['Weddings and Engagements'],The bride is a digital media producer; the groom is an assistant manager at a music publishing company.,"Abby Appelbaum Borovitz, the daughter of Ann H. Appelbaum and Rabbi Neal I. Borovitz of Paramus, N.J., is to be married Sunday to Michael Shawn Friedman, a son of Roz Cohen Friedman and Allen G. Friedman of Woodmere, N.Y. The bride’s father will officiate at the Liberty Warehouse, an event space in Brooklyn. "
"Leslie Fink, Kevin Barnes",2013-09-01,article,News,,['Weddings and Engagements'],The couple met at Cornell.,"Dr. Leslie Anne Fink, the daughter of Yvonne Lingg of Norwood, N.J., and the late Dr. Daniel J. Fink, is to be married Sunday to Kevin Robert Barnes, the son of Karen L. Barnes and Bruce G. Barnes of Mequon, Wis. Jack B. Siegel, a friend of the couple who became a Universal Life minister for the event, is to officiate at the John Joseph Inn in Ithaca, N.Y."
"Shannon Topper, Keenan Lynch",2013-09-01,article,News,,['Weddings and Engagements'],"The couple met at Villanova, from which they graduated.","Shannon Anne Topper and Keenan Dennis Lynch were married Saturday at the Church of the Assumption of the Blessed Virgin Mary in Bethlehem, Pa. Msgr. Nevin J. Klinger, the church’s pastor, officiated."
Nancy Braun and Todd Burach,2013-09-01,article,News,,['Weddings and Engagements'],"The bride is an actress, dancer and choreographer; the groom is an associate at Morgan Stanley.","Nancy Renée Braun and Todd Evan Burach are to be married Sunday by Rabbi Ron Isaacs at the Rockleigh, an event space in Rockleigh, N.J."
Christina Cuomo Perpignano and Paul Diver,2013-09-01,article,News,,['Weddings and Engagements'],"The bride, a granddaughter of former Gov. Mario Cuomo, is studying for a law degree; the groom is a candidate for a Ph.D. in statistics.","Christina Cuomo Perpignano, the daughter of Dr. Margaret I. Cuomo of Lattingtown, N.Y., was married Saturday evening to Paul Gerard Diver, the son of Agatha M. Diver and George J. Diver of Baltimore. Eugene L. Nardelli, a retired associate justice of the New York State Appellate Division, First Department, officiated at Oheka Castle in Huntington, N.Y."
"Lauren Ciminello, James Jen",2013-09-01,article,News,,['Weddings and Engagements'],"The bride is a pediatrician; the groom, a surgeon.","Dr. Lauren Hulnick Ciminello and Dr. James Jen are to be married Sunday at Beth Joseph Synagogue in Tupper Lake, N.Y. Rabbi Alec Friedmann is to officiate. "
"Amita Parashar, Sarah Kelly",2013-09-01,article,News,,['Weddings and Engagements'],"The couple met at Wellesley College, from which they graduated.","Amita Parashar and Sarah Jean Kelly are to be married Sunday at the Historical Thatched Cottage, an event space in Centerport, N.Y. Genevieve Dreizen, a Universal Life minister, will officiate, assisted by Janelle Perron Jennings, a friend of the couple who was ordained by Open Ministry for the event. The ceremony will incorporate Hindu traditions and an Irish blessing."
"Shilpa Prabhakar, Nishant Nadella",2013-09-01,article,News,,['Weddings and Engagements'],The bride is an editor at InStyle magazine and the groom is a vice president at Citigroup.,"Shilpa Prabhakar and Nishant Nadella are to be married Sunday at the Henry, a hotel in Dearborn, Mich. Pandit Ramesh Ramanat Bhat, a Hindu priest, is to officiate."
"Robredo, Rejuvenated, Keeps Climbing Back Up",2013-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']","Tommy Robredo, who sat out for 14 months with a leg injury, is headed for a matchup with Roger Federer on Monday at the United States Open.","The match clock had just struck 3 hours 13 minutes on Saturday as Tommy Robredo engineered a deft drop volley to end the brave challenge of the British qualifier Daniel Evans, 7-6 (6), 6-1, 4-6, 7-5, on a humid evening at Flushing Meadows."
"A Major Victory for Clemson, and for the A.C.C.",2013-09-01,article,News,,['Football (College)'],"Quarterback Tajh Boyd helped the eighth-ranked Tigers defeat a top SEC team, No. 5 Georgia, in a big step for a conference that is seeking respect. Boyd threw for three touchdowns and ran for two.","CLEMSON, S.C. — The Clemson players who squeezed into a hallway outside the locker room for postgame interviews wanted to hush the noise about an Atlantic Coast Conference team knocking off No. 5 Georgia, a marquee team from the mighty Southeastern Conference. It was a win, they said, just like any other, but the words are going to be seen as insincere given the daylong emotion here."
China Aims for the Moon,2013-09-01,article,Op-Ed,,['Moon'],...at the expense of the people.,...at the expense of the people.
"Corrections: September 1, 2013",2013-09-01,article,Correction,,[],"Corrections appearing in print on September 1, 2013.",INTERNATIONAL
"In Syria, Anger and Mockery as Obama Delays Plan",2013-09-01,article,News,,"['United States Defense and Military Forces', 'Biological and Chemical Warfare', 'Middle East and North Africa Unrest (2010- )']","Syria’s government on Sunday said President Obama’s decision to have Congress weigh in on any military action was a sign of weakness, while rebel leaders expressed anger and disappointment.","BEIRUT, Lebanon — President Obama’s decision to seek Congressional approval for a military strike in response to reports of a chemical weapons attack in Syria drew a range of reactions from Syrians on Sunday, with rebel leaders expressing disappointment and goverment leaders questioning Mr. Obama’s leadership."
What to Watch at the U.S. Open on Sunday,2013-09-01,article,News,,['United States Open (Tennis)'],"No. 18 seed Carla Suarez Navarro of Spain is playing some of the best tennis of her career right now, but faces a tough challenge in No. 8 Angelique Kerber.",Carla Suarez Navarro is playing some of the best tennis of her career right now.
"Still Critical, Mandela Ends Stay at Hospital",2013-09-01,article,News,,[],"Nelson Mandela was discharged after spending 12 weeks in the hospital, but remained in critical condition, according to a statement. He will continue to receive intensive care at home.","JOHANNESBURG — Nelson Mandela, the former president, was discharged from a hospital on Sunday after spending 12 weeks there, the South African government said, adding that the ailing anti-apartheid leader remained in precarious health."
Maria Pinto Makes Another Run,2013-09-01,article,News,,['Fashion and Apparel'],"Maria Pinto, the Chicago designer made famous by her longtime client Michelle Obama, is starting a new business this week.","Maria Pinto, the Chicago designer made famous by her longtime client Michelle Obama, is starting a new business this week with an eye on the future. Her earlier company, as luck would have it, went out of business in 2010, a victim of the recession."
"David Frost, Interviewer Who Got Nixon to Apologize for Watergate, Dies at 74",2013-09-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'News and News Media']","A longtime broadcaster, Mr. Frost was best known for incisive interviews with public figures, including talks with former President Richard M. Nixon, which he called the highlight of his career.","David Frost, the British broadcaster whose interviews of historic figures like Henry Kissinger, John Lennon and, most famously, Richard M. Nixon often made history in their own right, died on Saturday aboard the ocean liner Queen Elizabeth, where he was scheduled to give a speech. He was 74."
Girls ‘Dormify.’ Boys Just Move.,2013-09-01,article,News,,"['Colleges and Universities', 'Dormitories', 'Education', 'Parenting', 'Shopping and Retail']","My son wouldn’t have noticed if I had packed his Power Ranger sheets for college, but my daughter approached Bed, Bath & Beyond the way a covert operative approaches a mission.","According to the Urban Dictionary, “dormify” means “to decorate your living space with cool, trendy, hip fashion.” I thought I was up for that, as my children approached their college years."
It’s Ireland in New York,2013-09-01,article,News,,['Theater'],There’s enough Irish theater in New York this month to allow for full immersion for a week or so if you’d like.,Slainte! There’s enough Irish theater in New York this month to allow for full immersion for a week or so if you’d like. 
What’s on Sunday,2013-09-01,article,Schedule,,[],Television highlights.,"9 P.M. (13, 49) SILK It’s called “taking silk”: the merit-based appointment of a British lawyer as Queen’s Counsel, which confers the right to wear a specially designed silk gown in court (and, for ceremonial occasions, a large wig). And Martha Costello, a sharp-witted defense barrister in London played by a crackling Maxine Peake, above, wants to take silk — badly — in this “Masterpiece Mystery!” series created by Peter Moffat, inspired by his own experiences. Already stretched thin, Martha strategically overloads on cases that could bolster her reputation and tutors an ambitious if occasionally bumbling pupil (Tom Hughes). But she has competition in her quest for justice and professional prestige: Clive Reader (Rupert Penry-Jones), a fellow barrister at Shoe Lane Chambers whose skill set is heavy on cunning and charm, which he uses to bed his own pupil (Natalie Dormer). In Episode 2, Martha defends a teenager."
President Seeks to Rally Support for Syria Strike,2013-09-01,article,News,,"['Biological and Chemical Warfare', 'Middle East and North Africa Unrest (2010- )', 'United States Defense and Military Forces']",The Obama administration began a full-press campaign for Congressional approval of its plan to carry out a punitive strike against the Syrian government.,WASHINGTON — The Obama administration began a full-press campaign on Sunday for Congressional approval of its plan to carry out a punitive strike against the Syrian government.
Weekend Revelry Cut Short After 2 Die at Electronic Music Festival,2013-09-01,article,News,,"['Drug Abuse and Traffic', 'Music', 'Deaths (Fatalities)', 'Ecstasy (Drug)', 'Festivals']","The deaths, at Electric Zoo on Randalls Island, were consistent with use of the drug Ecstasy, according to the mayor’s office, which recommended the event be called off.","A multiday electronic music festival that drew tens of thousands of people to Randalls Island over Labor Day weekend was canceled on Sunday, its last day, after city officials said two concertgoers had died and at least four others had fallen critically ill during the first two days of the event, known as the Electric Zoo."
"In Telluride, a Peek at ‘Gravity’",2013-09-01,article,News,,"['Movies', 'Telluride Film Festival']","The Telluride Film Festival ofers a sneak peak of “Gravity,” starring Sandra Bullock and George Clooney.","TELLURIDE, Colo. — In its 40th year, the Telluride Film Festival has added an extra day and a new site, the 650-seat Werner Herzog, housed in an ice rink at the edge of town and named for the German director who has been a regular presence here for most of the festival’s history. The Herzog was the scene Saturday night of the first North American showing of “Gravity,” which arrived from the Venice Film Festival on a vapor trail of excited buzz."
