headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Law to Reduce Crack Cocaine Sentences Leaves Some Imprisoned,2020-08-01,article,News,,"['Mandatory Sentencing', 'Cocaine and Crack Cocaine', 'Criminal Justice', 'Drug Abuse and Traffic', 'Prisons and Prisoners', 'Law and Legislation', 'Probation and Parole', 'Sentences (Criminal)', 'Black People', 'Blacks']",Critics say the First Step Act is being applied too arbitrarily by judges who are taking a hard line when it comes to revisiting nonviolent drug sentences.,"WASHINGTON — Lazelle Maxwell, 48, is nearly 12 years into a 30-year sentence for a nonviolent crack cocaine charge, a penalty exacerbated by previous run-ins with law enforcement that led to his designation as a career offender."
The War on Frats,2020-08-01,article,News,,"['Fraternities and Sororities', 'Colleges and Universities', 'George Floyd Protests (2020)', 'Discrimination', 'Race and Ethnicity', 'Social Media', 'your-feed-selfcare']",Groups of fraternity brothers and sorority sisters are working to kick their organizations off campus.,"In the past month, hundreds of students have dropped out of their fraternities and sororities at Vanderbilt University. They have gathered, digitally, using group-run Instagram activist pages. They have written searing op-eds condemning their own organizations for the student newspaper, The Vanderbilt Hustler."
‘Cocktails and Masks Don’t Really Go Together’,2020-08-01,article,News,,"['Masks', 'Coronavirus (2019-nCoV)', 'Bars and Nightclubs']","Young Russians are partying again, seeking a return to normal life and willing to risk a coronavirus surge. “We are people, not robots, and want to have a life,” said a bar patron (and doctor).","MOSCOW — When Nest, a cramped Moscow cocktail lounge, reopened for business in late June after more than two months of lockdown, it offered free masks and antiseptic lotion at the entrance to help calm any fears drinkers might have about sitting just inches from each other around tiny round tables."
"Like Old Hollywood Movies, Video Games Get a Polish for New Audiences",2020-08-01,article,News,,"['Computer and Video Games', 'Video Recordings, Downloads and Streaming', 'PlayStation (Video Game System)']",Game publishers are digging through their vaults to remake or remaster popular titles in a bid to kindle players’ nostalgia.,"Nostalgia has always been a powerful source of revenue for Hollywood. Turns out, it’s equally lucrative for video games."
Body Bags and Enemy Lists: How Far-Right Police Officers and Ex-Soldiers Planned for ‘Day X’,2020-08-01,article,News,,"['Neo Nazi Groups', 'Fringe Groups and Movements', 'Murders, Attempted Murders and Homicides']",Germany has woken up to a problem of far-right extremism in its elite special forces. But the threat of neo-Nazi infiltration of state institutions is much broader.,"GÜSTROW, Germany — The plan sounded frighteningly concrete. The group would round up political enemies and those defending migrants and refugees, put them on trucks and drive them to a secret location."
Tammy Duckworth Is Nothing and Everything Like Joe Biden,2020-08-01,article,News,,"['Presidential Election of 2020', 'Vice Presidents and Vice Presidency (US)', 'Veterans', 'United States Defense and Military Forces']","Despite their disparate backgrounds, the Illinois Democrat has carved out a public life most evocative of the man she could join on the presidential ticket.","Senator Tammy Duckworth, like the man she might serve as vice president, prizes loyalty in her ranks and occasional mischief in her workplace."
"12 People in a 3-Bedroom House, Then the Virus Entered the Equation",2020-08-01,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Affordable Housing', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Labor and Jobs', 'Income Inequality', 'Service Industries', 'Urban Areas']","Overcrowding, not density, has defined many coronavirus hot spots. Service workers’ quarters skirting Silicon Valley are no exception.","It was not surprising when three-quarters of the house tested positive. There were 12 people in three bedrooms, with a bathroom whose door frequently required a knock and a kitchen where dinnertime shifts extended from 5 p.m. well into the evening."
This Sledding Team Trained Hard for Gold in 2010. Some Members Regret It.,2020-08-01,article,News,,"['Skeleton (Sport)', 'Traumatic Brain Injury', 'Concussions', 'Olympic Games (2010)', 'Mental Health and Disorders']","In skeleton, the headfirst Olympic sledding sport, the opportunity for unlimited training on the track can be a huge advantage. But Canadian Olympians who had such access believe it was bad for their brains.","The chance to host the 2010 Winter Games was supposed to be a godsend for Canadian athletes who compete in skeleton, the headfirst sled run down a twisting track."
Indian Billionaires Bet Big on Head Start in Coronavirus Vaccine Race,2020-08-01,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Clinical Trials']","The world’s largest vaccine producer, the Serum Institute, announced a plan to make hundreds of millions of doses of an unproven inoculation. It’s a gamble with a huge upside. And huge risks.","PUNE, India — In early May, an extremely well-sealed steel box arrived at the cold room of the Serum Institute of India, the world’s largest vaccine maker."
The Strange Lives of Objects in the Coronavirus Era,2020-08-01,article,News,,"['Archives and Records', 'Design', 'Collectors and Collections', 'Museums', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",The pandemic has inspired a flurry of new and novel items — and given ordinary ones new meanings.,"Plastic bubbles that hover over restaurant tables. Rods for contactless elevator-button-pushing. Portable seats that attach to lampposts, for shoppers waiting outside crowd-controlled stores. Dresses with skirts that have a six-foot radius. Podlike enclosures to keep gym-goers separate. A plastic sleeve that enables hugging at nursing homes. Masks in every imaginable form."
"Iran Will Expand Nuclear Program and Won’t Talk to U.S., Ayatollah Says",2020-08-01,article,News,,"['Embargoes and Sanctions', 'United States International Relations', 'Nuclear Weapons']","In a televised speech, Ayatollah Ali Khamenei, Iran’s supreme leader, said that negotiating with Washington over his country’s nuclear program would only help President Trump get re-elected.","Iran’s supreme leader, Ayatollah Ali Khamenei, has said in a televised address that Iran will expand its nuclear program and will not negotiate with the United States, doubling down on his defiance of the Trump administration’s “maximum pressure” policy."
"Infections Swamp the U.S., Which Recorded 42% of All Its Coronavirus Cases in July",2020-08-01,article,News,,['Coronavirus (2019-nCoV)'],Thousands in Berlin protest Germany’s coronavirus measures. The virus is picking up speed in the Midwest. A summer camp in Georgia apologizes for hosting a retreat after hundreds who attended were infected.,Read our live Coronavirus Pandemic coverage here. 
"Italy Draws a Line Under Genoa Tragedy, Shunting Aside the Benettons",2020-08-01,article,News,,"['Politics and Government', 'Infrastructure (Public Works)', 'Bridges and Tunnels', 'Privatization', 'Roads and Traffic', 'Tolls', 'Regulation and Deregulation of Industry']",The government has leveraged anger over the collapse of Genoa’s Morandi Bridge to take back control of the nation’s highways. But critics say the deal sends a troubling message to investors.,"ROME — Less than two years after the collapse of the Morandi Bridge in Genoa killed 43 people, Italy will draw a line under the tragedy on Monday when it inaugurates a replacement. But that public celebration has been accompanied by a behind-the-scenes deal that will reshape the running of Italy’s highways as it exacts retribution on the former bridge’s managers."
Isaias Churns Toward Florida After Hitting Bahamas,2020-08-01,article,News,,"['Hurricanes and Tropical Storms', 'Coronavirus (2019-nCoV)']","The tropical storm is expected to be upgraded to a hurricane again overnight and may hit Florida’s coast, further testing a state that has been battered by the coronavirus pandemic.",
The Magic of Baked Feta,2020-08-01,article,News,,[],"Yasmin Fahr’s sheet-pan baked feta, Angela Dimayuga’s black cherry-pistachio salad, and more recipes.","The week’s most popular dishes include Yasmin Fahr’s sheet-pan baked feta with broccolini, tomatoes and lemon (above), Angela Dimayuga’s black cherry-pistachio salad with charred scallion vinaigrette and Yewande Komolafe’s spicy cucumbers with yogurt, lemon and herbs. Find more recipes in the collection below."
"Robert Gnaizda, Lawyer Who Fought for Social Justice, Dies at 83",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Suits and Litigation (Civil)', 'Black People', 'Blacks', 'Race and Ethnicity', 'Civil Rights Movement (1954-68)', 'Legal Profession', 'Banking and Financial Institutions']","He challenged redlining banks, employers who discriminated in hiring and, early in his career, Southern counties that thwarted Black voters.","Robert Gnaizda, a lawyer who gained a national reputation defending the civil and economic rights of the poor and minority groups so successfully that lawsuits against their adversaries often proved unnecessary, died on July 11 in San Francisco. He was 83."
"Ethiopian Workers Are Forced to Return Home, Some With Coronavirus",2020-08-01,article,News,,"['Coronavirus (2019-nCoV)', 'Foreign Workers', 'Migrant Labor (Non-Agriculture)', 'Immigration and Emigration', 'Quarantines']","Stigmatized, out of work and facing dangers, migrant laborers are returning by the thousands — and may be fueling a growing outbreak in Ethiopia.","ADDIS ABABA, Ethiopia — Unemployed and shunned as possible coronavirus carriers, Ethiopian migrant laborers are returning home by the thousands, placing a huge strain on Ethiopia’s poorly equipped medical system."
Spend Time with Shakespeare’s Family and Try a Taste Test,2020-08-01,article,News,,['Quarantine (Life and Culture)'],"As August arrives, you can learn how an author conjured Elizabethan England and engage your children’s five senses in a mystery game.",Here is a sampling of the week’s events and how to tune in (all times are Eastern). Note that events are subject to change after publication.
How Do I Get My Landlord to Follow Covid-19 Rules?,2020-08-01,article,News,,"['Real Estate and Housing (Residential)', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Coronavirus Risks and Safety Concerns']",New York issued guidelines for how residential buildings should safely operate — but there no consequences for failing to comply.,"Q: I live in a Manhattan rental building and staff aren’t wearing masks anymore, much less screening visitors. The building has been lax the whole pandemic, but it’s gotten particularly bad in the last two weeks. I can’t force our neighbors to wear masks, but I am often on the elevator with three or four people, without enough room to safely socially distance. In response to an email, management said, “We can’t enforce anything,” and ignored my second email. I am feeling very unsafe. What can I do?"
"Under Pressure, Brazil’s Bolsonaro Forced to Fight Deforestation",2020-08-01,article,News,,"['Forests and Forestry', 'Wildfires', 'Environment', 'Indigenous People']","After fending off international criticism on rainforest destruction, President Jair Bolsonaro caved to pressure and took steps to curb deforestation and forest fires.","RIO DE JANEIRO — A year ago, as fires engulfed the Amazon, President Jair Bolsonaro of Brazil reacted to criticism from abroad with indignation: “The Amazon is ours,” he said, arguing that the fate of the rainforest was for his country to decide."
"Alienated by Trump, Suburban Voters Sour on G.O.P. in Battle for the House",2020-08-01,article,News,,"['United States Politics and Government', 'Elections, House of Representatives', 'Suburbs']",House Republicans are on the defensive in suburban strongholds as voters reject President Trump’s handling of the coronavirus.,"BALLWIN, Mo. — For Heather Vaughn, a substitute teacher and graduate student, the decision last month to place the black sign with colorful lettering in her front yard — the one that said, “Black Lives Matter” and “Science is Real” — felt like an act of courage."
"After Plummeting, the Virus Soars Back in the Midwest",2020-08-01,article,News,,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'States (US)']","States like Missouri, Illinois and Wisconsin are riding a frustrating seesaw during the pandemic, with new coronavirus cases rising again after apparent progress.","CHICAGO — First, the Pacific Northwest and the Northeast were hit hardest as the coronavirus tore through the nation. Then it surged across the South. Now the virus is again picking up dangerous speed in much of the Midwest — and in states from Mississippi to Florida to California that thought they had already seen the worst of it."
ByteDance Said to Offer to Sell TikTok’s U.S. Operations,2020-08-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Mobile Applications', 'United States Politics and Government']",The Trump administration has said the video app poses security concerns because of its Chinese ownership.,"ByteDance, the Chinese internet giant that owns TikTok, has offered to sell all of the popular video app’s American operations as a way to save the business from being banned by the Trump administration, a person with knowledge of the matter said on Saturday."
"Dr. Eddie Negrón, a Physician Full of Fun, Is Dead at 69",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Doctors']",Friends remember his jokes and his dancing as well as his medical care. He died of the novel coronavirus.,This obituary is part of a series about people who have died in the coronavirus pandemic. Read about others here.
Variety: Acrostic,2020-08-01,article,News,,['Crossword Puzzles'],"Emily Cox and Henry Rathvon, what should we call an erudite brace of acrostic constructors?","ACROSTIC — Today’s passage concerns one of my favorite language categories: collective or group nouns, also known as “terms of venery.” Apparently, many of them were coined centuries ago as hunting terms, and the Latin root ven-, from Venus, applies to the thrill of the chase, be it for love or, well, death."
W.N.B.A. Rookie Showdown Halted by Ionescu Injury,2020-08-01,article,News,,"['Basketball', 'Sports Injuries']","Sabrina Ionescu, who was selected with the top draft pick by the Liberty, sprained her left ankle in a game against the Atlanta Dream.","Sabrina Ionescu accidentally stepped on Betnijah Laney’s foot near midcourt, then dropped to the floor after rolling her left ankle."
"SpaceX Crew Dragon Departs, Carrying NASA Astronauts Toward Home",2020-08-01,article,News,,"['Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight', 'Hurricanes and Tropical Storms', 'International Space Station']",Bob Behnken and Doug Hurley are getting ready to splash down after two months in orbit.,[When to watch SpaceX’s next NASA launch of astronauts.]
More Games Postponed With 4 More Coronavirus Cases for Cardinals,2020-08-01,article,News,,"['Baseball', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']","Three staffers and one player for the St. Louis Cardinals tested positive for the virus, prompting the postponement of a game Saturday and a doubleheader Sunday against the Brewers in Milwaukee.","Major League Baseball’s sputtering effort to play in a pandemic took another discouraging turn on Saturday when one St. Louis Cardinals player and three team staffers tested positive for the coronavirus, forcing the postponement of their weekend series in Milwaukee."
"In Trumpworld, the Grown-Ups in the Room All Left, and Got Book Deals",2020-08-01,article,News,,"['Presidential Election of 2016', 'United States Politics and Government', 'Writing and Writers', 'Books and Literature']",A large club of Trump administration evictees have turned their bracingly bad experiences into a new genre: political revenge literature.,"It was the summer of 2016, and the Republican Party was about to nominate Donald J. Trump for president. Until then, many party members had aggressively opposed his candidacy. “I think he’s crazy,” Senator Lindsey Graham, Republican of South Carolina, said earlier that year. “I think he’s unfit for office.”"
Protecting the Rights of Those With Disabilities,2020-08-01,article,Letter,,"['Disabilities', 'AMERICANS WITH DISABILITIES ACT']","Readers discuss a series of articles about the impact of the Americans With Disabilities Act, passed 30 years ago.",To the Editor:
Turn the News Into a Rose,2020-08-01,article,News,,"['Quarantine (Life and Culture)', 'Newspapers', 'Handicrafts', 'Content Type: Service']",You can make paper flowers as elaborate or a simple as you’d like. A simple bloom is a good place to start.,"Paper flower-making is a popular craft that can result in blooms as complex and realistic as you want, from dahlias with 100 or more hand-cut, hand-curled crepe petals to coffee filter pom-pom carnations."
Celebrating Eid al-Adha Amid a Pandemic,2020-08-01,article,News,,"['Eid al-Adha', 'Coronavirus (2019-nCoV)', 'Holidays and Special Occasions']","With socially distanced gatherings now the norm, we talked to a few people about how they planned to celebrate one of Islam’s holiest days.","Most countries observed Eid al-Adha on Friday, and so a belated Eid Mubarak to all who celebrated one of the holiest days in Islam. It is meant to remind Muslims of their faithfulness to Allah and each other, through Zakat, one of the five pillars of the religion that focuses on charity."
"For Two Teenagers on Election Day, the Political Gets Personal",2020-08-01,article,Review,,['Books and Literature'],"In Brandy Colbert’s “The Voting Booth,” a girl who’s been speaking out since age 7 helps a drummer make his voice heard.","I was an adult the first time I volunteered for a presidential campaign. It was in 2008 for Barack Obama. As naïve as it sounds, I felt I was helping America begin to fulfill its promise: to be a place where “all men are created equal.” Fast-forward to today, when America has never seemed farther away from keeping that promise. In a world with so much injustice, how do we maintain hope and a willingness to fight, without burning out, or simply giving in to the easier option of looking the other way?"
"Tank Tops and Short Shorts and Bears, Oh My!",2020-08-01,article,Review,,['Books and Literature'],"In Carrie Firestone’s “Dress Coded,” a middle school’s sexist dress code is more terrifying than the bears wandering through its woods.","The Connecticut town where 14-year-old Molly Frost is surviving the end of her eighth-grade year has a bear problem. Bears have taken to wandering into people’s backyards and through the woods near the middle school, forcing the local school board to address the issue and prompting Molly, the main character in Carrie Firestone’s DRESS CODED (Putnam, 320 pp., $17.99; ages 10 and up), to sometimes carry a bear stick for protection."
Biden Faces Pressure From Left Over Influence Industry Ties,2020-08-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Campaign Finance', 'Lobbying and Lobbyists']",Many of his aides and close allies are veteran Washington hands who have profited from advising big corporations. The Sanders-Warren wing of the party is not happy.,WASHINGTON — It was one of the few issues on which President Barack Obama and Vice President Joseph R. Biden Jr. disagreed — how far to go in limiting the influence of lobbyists in government.
Talking to the Dead in the Sunshine State,2020-08-01,article,Op-Ed,,"['Psychics and Fortune Tellers', 'Grief (Emotion)', 'Religion and Belief']","I was searching for facts, for a lost friend, and for what couldn’t be explained.",I. THE ROAD TO CASSADAGA
What’s Going On With TikTok? Here’s What We Know,2020-08-01,article,News,,"['Mobile Applications', 'Social Media', 'United States Politics and Government', 'Executive Orders and Memorandums', 'Mergers, Acquisitions and Divestitures', 'Computers and the Internet']",President Trump is talking about banning the app. TikTok may also sell its U.S. operations. Let’s sort through it all here.,What exactly is going on with TikTok?
"Double, Double, Trump’s Toil, Our Trouble",2020-08-01,article,Op-Ed,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'United States Politics and Government', 'Masks', 'Stimulus (Economic)']","Demon sperm meets alien D.N.A., as President Trump teeters.",WASHINGTON — Macbeth has his doubts.
How to Go to College During a Pandemic,2020-08-01,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Colleges and Universities', 'E-Learning', 'Quarantine (Life and Culture)', 'International Study and Teaching', 'Innovation']",Students at Minerva spend four years entirely online. Is this the future of higher education?,"Hundreds of thousands of undergraduates in America won’t be allowed on their campuses this fall, or the campuses welcoming them will be hollowed-out, locked-down, revelry-leeched shadows of their former selves. What kind of college experience is that?"
"James Silberman, Editor Who Nurtured Literary Careers, Dies at 93",2020-08-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Books and Literature', 'Book Trade and Publishing']","At Random House and elsewhere, including his own Summit imprint, he worked with James Baldwin, Marilyn French, Hunter S. Thompson and many others.","James Silberman, a revered book editor whose meticulousness, intuition and patience helped propel the publishing careers of a distinguished roster of authors, including James Baldwin, Marilyn French, Hunter S. Thompson and Alvin Toffler, died on July 26 at his home in Manhattan. He was 93."
Ivanka Trump and Jared Kushner Report Income of at Least $36 Million in 2019,2020-08-01,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government', 'Income']","The couple’s investments, mostly in real estate, were worth at least $204 million and as much as $783 million.","Three years into their new careers as White House officials, Ivanka Trump, the president’s eldest daughter, and her husband, Jared Kushner, reported income of at least $36 million in 2019, according to financial disclosure reports made public on Friday."
Voting by Mail Is Crucial for Democracy,2020-08-01,article,Editorial,,"['Absentee Voting', 'Presidential Election of 2020', 'Voter Registration and Requirements', 'United States Politics and Government', 'Postal Service and Post Offices', 'Polls and Public Opinion', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Voter Fraud (Election Fraud)', 'Coronavirus (2019-nCoV)', 'Stimulus (Economic)']","Especially amid the pandemic, it’s the surest path to a more inclusive, more accurate and more secure election.","For a man who votes by mail himself, Donald Trump is strangely obsessed with the idea that it is the most dangerous method of casting a ballot."
"Red Onions Linked to Salmonella Outbreak, Officials Say",2020-08-01,article,News,,"['Food Contamination and Poisoning', 'Salmonella (Bacteria)', 'Onions']","More than 500 cases and at least 75 hospitalizations have been reported in the United States and Canada, the health authorities said.","Red onions grown in California have been traced as the potential source of a salmonella outbreak that has infected more than 500 people in the United States and Canada, health officials said."
Homeland Security Reassigns Official Whose Office Compiled Intelligence on Journalists,2020-08-01,article,News,,"['Espionage and Intelligence Services', 'News and News Media', 'George Floyd Protests (2020)', 'Freedom of Speech and Expression', 'Freedom of the Press']","Brian Murphy’s office compiled reports of protesters and journalists who were covering the Trump administration’s response to unrest in Portland, Ore., last month.","WASHINGTON — The head of the Department of Homeland Security’s intelligence branch was removed from his position after his office compiled reports about protesters and journalists covering the Trump administration’s response to unrest in Portland, Ore., last month."
"More Than 1,000 Companies Boycotted Facebook. Did It Work?",2020-08-01,article,News,,"['Social Media', 'Online Advertising', 'ADVERTISING AND MARKETING', 'Boycotts', 'Media', 'Civil Rights and Liberties', 'Small Business', 'Hate Speech']","Major advertisers on Facebook reduced their spending by millions of dollars in July, but not enough to significantly damage the platform’s revenue.","The advertiser boycott of Facebook took a toll on the social media giant, but it may have caused more damage to the company’s reputation than to its bottom line."
Army Officer Who Clashed With Trump Vows to Speak Out on Security Issues,2020-08-01,article,News,,"['United States Defense and Military Forces', 'United States Politics and Government', 'Presidential Election of 2020', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']","Lt. Col. Alexander S. Vindman’s retirement from the Army after more than 21 years of service took effect on Saturday, the same day his sharply critical op-ed of the president was published.","An Army officer who was a key witness during the impeachment inquiry into President Trump last year and later retired after what he called a campaign of bullying and intimidation by the president and his allies, sharply criticized the administration on Saturday and said he would use his new civilian status to champion national security issues ahead of the elections in November."
How to Stay Safer on Mass Transit,2020-08-01,article,News,,"['Quarantine (Life and Culture)', 'Transportation', 'Commuting', 'Transit Systems', 'Coronavirus Risks and Safety Concerns', 'Subways', 'Buses']","Timing your trip strategically, using contactless payments and not eating onboard are some of the things to keep in mind.","In cities across the country, ridership on public transportation has dropped precipitously as people have stayed home to help prevent the spread of the coronavirus. But for some, continuing to take mass transit was never optional. Many essential workers who cannot work remotely or don’t drive have continued to ride buses, trains and ferries; they are disproportionately people of color and the earners of lower incomes."
Trader Joe’s Defends Product Labels Criticized as Racist,2020-08-01,article,News,,"['Labeling and Labels (Product)', 'Supermarkets and Grocery Stores', 'Customer Relations', 'Police Brutality, Misconduct and Shootings']","The company had previously said the names of international-themed products that were intended to promote inclusiveness, such as Trader José and Trader Ming’s, “may now have the opposite effect.”","Weeks after admitting that some of its international-themed product labels might have fallen short of an “attempt at inclusiveness,” the grocery store chain Trader Joe’s is rejecting criticism of the labels — some with names like Trader José and Trader Ming’s — as racist."
Puzzlin’,2020-08-01,article,News,,['Crossword Puzzles'],Did David Levinson Wilk keep you up with his sparkling grid?,"SUNDAY PUZZLE — David Levinson Wilk has constructed for the Times since 1996, although it’s been a bit since we’ve seen one of his Sundays. He’s been busy: He was a head writer for the recent television iterations of the “$100,000 Pyramid” and “Cash Cab,” and he wrote for “Who Wants to be a Millionaire” for nine years. Those impressive trivia chops come into play today in the fill, and the theme is good wordplay."
