headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
A Guide to Years Ending in 4,2014-01-01,article,Op-Ed,,"['Nineteen Hundred Forties', 'Nineteen Hundred Fifties', 'Nineteen Hundred Sixties', 'Nineteen Hundred Seventies', 'Nineteen Hundred Eighties', 'Nineteen Hundred Nineties', 'Two Thousands (Decade)', 'New Year', 'Two Thousand Fourteen']",Does history give us reason to be optimistic about 2014?,"War, famine, pestilence and death — the Four Horsemen of the Apocalypse — have been well represented in years ending in “4,” but probably not disproportionately so. A look at memorable moments in the last seven of these just might lead to optimism for the one that’s upon us. Or not. "
Make of It Whatever You Will,2014-01-01,article,Question,,"['Carpentry and Carpenters', 'Creativity', 'Books and Literature', 'Handicrafts']","Peter Korn, a woodworker and educator, on the virtues and terrors of craft.","The son of a lawyer and a historian, Peter Korn was a likely enough candidate for an Ivy League education. But a career in the trades?"
My Jewish State,2014-01-01,article,Op-Ed,,"['Palestinians', 'Israeli Settlements', 'International Relations']",Here is one prediction for 2014: This will be another year in which peace is not reached in the Middle East.,"LONDON — A year ends, another begins, time for reminiscences and resolutions, regret and hope, best-of and worst-of lists, confessions and crystal-ball gazing — most of it pretty excruciating. It will take a nanosecond longer to scroll back to one’s year of birth. So it goes."
"Sales at Waggo, Wolf Home and Others",2014-01-01,article,News,,['Discount Selling'],"Bargains on dog leashes, sofas and more.","Some of Michele Quan’s ceramic bells are 50 percent off while supplies last (extra-small thrown bells, originally $100, are $50; medium Teardrop thrown bells, originally $180, are $90); mquan.com."
The New Year Within,2014-01-01,article,Editorial,,"['New Year', 'Editorials']",How do you sum up the ritual of turning a new page in the calendar? The change we hope for might have to be constructed day by day.,"Sometimes the New Year comes in feeling merely newish, a matter of changing months and not much else. But sometimes the New Year brings with it a powerful sense of regeneration, as if, like certain insects, you were entering a new stage of complete metamorphosis. "
Saying ‘I Do’ Amid the Roses,2014-01-01,article,Editorial,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Parades', 'Editorials']","After a historic year for marriage equality, a same-sex wedding on the first day of 2014 is scheduled to take place on a float at the Tournament of Roses Parade.","By all accounts, the standout entry in Wednesday’s Tournament of Roses Parade in Pasadena, Calif., will surely be the marriage of two men, Danny Leclair and Aubrey Loots, beaming amid the array of lavishly flowered floats to be viewed on national television and beyond. "
"‘Safe From Fire, Rats, Weather and Waste’",2014-01-01,multimedia,Slideshow,,"['United States Defense and Military Forces', 'World War I (1914-18)', 'Military Bases and Installations']","In the 1940s, R. Buckminster Fuller converted grain bins into emergency housing. It seemed that these structures had disappeared, but at least a dozen have survived in New Jersey.","In the 1940s, R. Buckminster Fuller converted grain bins into emergency housing. It seemed that these structures had disappeared, but at least a dozen have survived in New Jersey."
"War Shelters, Short-Lived Yet Living On",2014-01-01,article,News,,"['Military Bases and Installations', 'World War II (1939-45)', 'United States Defense and Military Forces', 'ARCHITECTURE']","In the 1940s, R. Buckminster Fuller converted grain bins into emergency housing. For a long time it seemed they had disappeared from the earth, but at least a dozen have survived in New Jersey.","Camp Evans, a decommissioned Army base in Wall Township, N.J., is frozen in midcentury, its brick administration buildings and boarded-up Quonset huts on hold from World War II. Fred Carl, 59, a former high school science teacher and the unofficial keeper of the site, leads a visitor to other throwbacks from that era: a collection of corrugated metal houses with porthole windows and conical roofs. They look like alien habitations dropped from the sky."
Only the Purest Water Will Do,2014-01-01,article,News,,"['Silver', 'Tableware']","New silver goods from Puiforcat hold wine or water, or anything else that pours.","Patrick Jouin was a pioneer in 3-D-printed furniture, but he also likes working with basic tools and materials. The French designer’s new collection for Puiforcat, the venerable silver house, was inspired by water. Each piece is meant to contain liquid, but go ahead, toss in a few flowers."
Homecoming of a Sort,2014-01-01,article,News,,['Hotels and Travel Lodgings'],"The William, an extended-stay hotel, opens on East 39th Street, in a building that used to house Williams College’s alumni club.","The William, an extended-stay hotel, is to open next week at 24 East 39th Street in a 1924 building that for decades was home to the Williams College alumni club."
Cameroon: Kidnapped French Priest Is Released,2014-01-01,article,Brief,,"['Priests', 'Kidnapping']","Georges Vandenbeusch, 42, who was reported to have been held in Nigeria by Boko Haram, a group with ties to Al Qaeda, was released on Tuesday, according to French authorities."," A French priest kidnapped in November by Islamist militants in northern Cameroon was released on Tuesday, according to French authorities. The priest, Georges Vandenbeusch, 42, was reported to have been held in Nigeria by Boko Haram, a group with ties to Al Qaeda. He described his captivity as “terribly boring,” according to Reuters. He paced circles under a tent beneath a tree, he said. "
Gaza: Hamas Lawmakers Approve Large Budget Deficit,2014-01-01,article,Brief,,['Budgets and Budgeting'],Hamas lawmakers on Tuesday approved a 2014 budget totaling $589 million for the Gaza Strip that included a staggering 75 percent deficit.," Hamas lawmakers on Tuesday approved a 2014 budget totaling $589 million for the Gaza Strip that included a staggering 75 percent deficit. The Islamist Hamas movement has said that Egypt’s closing of hundreds of smuggling tunnels beneath its border this summer had cost the strip $460 million in taxes and broader productivity. Gaza gets significant funding from the Palestinian Authority and donor nations, but Hamas has rarely made budgetary specifics public. "
"For Stocks, an Amazingly Good Year",2014-01-01,article,News,,"['Dow Jones Stock Average', 'Nasdaq Composite Index', ""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds']","Despite turbulence in Washington, China and Europe, which threatened to pull the world into another recession, stock prices just kept rising in 2013.",It was the market rally that defied gravity and left many with a case of vertigo.
Don’t Knock These Faux-Bois Accessories,2014-01-01,article,News,,"['Wood and Wood Products', 'Interior Design and Furnishings']","Fake-wood items are often very fine, and they can add interest to bland spaces.","In the society of fake wood, there are many classes. Materials doctored to have the look of wood grain may be as humble as plastic laminate or as luxurious as silk — in which case the counterfeiting is more likely to be described as “faux bois.”"
"In Tiny Houses, Hope Lives",2014-01-01,article,News,,"['Typhoon Haiyan (2013)', 'Interior Design and Furnishings']","Designed to benefit typhoon victims, the houses shelter flickering candles.","Kenneth Cobonpue, a Filipino furniture designer with offices in New York, Germany and his native Cebu island, has produced miniature vernacular metal houses that hold tea lights. Proceeds from their sale will help Habitat for Humanity Philippines build shelters for victims of the typhoon that devastated the Visayas region in November."
Arkansas Lieutenant Governor Faces Calls to Quit Over Ethics Violations,2014-01-01,article,News,,"['Campaign Finance', 'Ethics (Institutional)']",Gov. Mike Beebe called on Lt. Gov. Mark Darr to resign amid findings that he repeatedly broke campaign finance laws.,"Lt. Gov. Mark Darr of Arkansas, who said this week that he would settle with his state’s Ethics Commission amid findings that he repeatedly broke campaign finance laws, on Tuesday defied mounting calls for his resignation, including one from Gov. Mike Beebe, and said he intended to remain in office."
Preserving Wireless Competition,2014-01-01,article,Editorial,,"['Cellular Telephones', 'Mergers, Acquisitions and Divestitures', 'Antitrust Laws and Competition Issues', 'Wireless Communications', 'Editorials']",A combination of Sprint and T-Mobile could raise prices and hurt consumers.,"The corporation that controls Sprint, the third-biggest cellphone company in the country after Verizon and AT&T, is reportedly planning to make an offer to buy the smaller rival T-Mobile in a move that would reduce competition in an important industry that already has too little of it."
Phish Fans Encounter Crackdown at Garden,2014-01-01,article,News,,"['Drug Abuse and Traffic', 'Ecstasy (Drug)', 'New Year', 'Music']",At least 228 people were arrested or received summonses on the first three nights of a four-night stand by the jam band that was to end Tuesday with a New Year’s Eve performance.,"The arrests began almost as soon as the concertgoers amassed outside Madison Square Garden on Monday evening. Uniformed and plainclothes police officers moved through the crowd, picking off targets and leading them to a police van parked around the corner where they were patted down and loaded in."
Supporters of $15 Wage Seek Appeal of Ruling,2014-01-01,article,News,,"['Minimum Wage', 'Wages and Salaries', 'Labor and Jobs']","Voters in SeaTac, Wash., approved an increase last month, but a county judge struck down part of the statute.","SEATAC, Wash. — Supporters of a $15 minimum wage, approved by voters here in November but partly struck down last week by a county judge, asked the state’s highest court to hear an appeal."
Kerry’s Peace Ambitions,2014-01-01,multimedia,Video,,['International Relations'],Secretary of State John Kerry’s remarks on Middle East peace talks have changed over time.,Secretary of State John Kerry’s remarks on Middle East peace talks have changed over time.
More Guns Will Not Save Iraq,2014-01-01,article,Editorial,,"['Iraq War (2003-11)', 'United States Defense and Military Forces', 'Editorials']",Washington needs to press Baghdad to commit to democracy as well as security.,"President Obama has done the predictable thing by sending more weapons to Iraq to counter an alarming rise in violence. But arms alone will not solve a problem that has its roots in the political alienation of Sunnis and other minorities and the undermining of democratic processes, especially by Prime Minister Nuri Kamal al-Maliki."
"College, Not Just for Himself, but for His Son",2014-01-01,article,News,,['Philanthropy'],"The stresses of school exams and parenthood could crush any 21-year old, but Giovanni Classen seems to have found a way to make it work.","The load on a full-time college student is a heavy one. Finals and midterms, especially when paired with the duties of fatherhood, could crush any 21-year old, but Giovanni Classen, who recently became a single father to his 1-year-old son, Ezio, seems to have found a way to make it work. "
"Power Curbed, Detroit Mayor Faces Big Job",2014-01-01,article,News,,"['Elections, Mayors', 'Bankruptcies', 'Budgets and Budgeting', 'Mayors']",Mike Duggan must share power with an appointed emergency manager and confront vexing questions about the future of a city that has been losing population for decades.,"DETROIT — For some who have been around this city the longest, expectations for a new mayor have by now become understandably low: Turn some streetlights on. Do not get indicted. Wait for the lawyers to get Detroit out of bankruptcy."
U.S. Solar Panel Maker Seeks to Close Loophole in Duties on Chinese Products,2014-01-01,article,News,,"['Solar Energy', 'Customs (Tariff)', 'International Trade and World Market']","Expanding a long-simmering dispute, SolarWorld Industries America has asked the Commerce Department to impose duties on solar modules containing parts made in China or Taiwan.","A major maker of solar panels opened another chapter in a long-simmering trade dispute on Tuesday, asking the Commerce Department to impose new duties on imported modules made of certain components from China or Taiwan."
Snow May Deal a First Test to de Blasio One Day After He Takes Office,2014-01-01,article,News,,"['Mayors', 'Snow and Snowstorms']","Snow has been dealing punches to mayors since New York’s earliest days, and residents will be watching how the new mayor handles the predicted six to eight inches.","Three years ago, Bill de Blasio watched as a heavy layer of snow accumulated outside his Park Slope rowhouse during a post-Christmas blizzard, and waited — and waited — for the city’s plows to arrive. Three days passed before his block was cleared."
Kerry to Press for ‘Framework’ Accord to Keep Mideast Peace Effort Moving,2014-01-01,article,News,,"['Palestinians', 'United States International Relations']","Secretary of State John Kerry hopes to secure a broad pact encapsulating basic agreements on core issues as a first step, but critics brand the move as an effort to play for time.","WASHINGTON — In an intensifying diplomatic effort, Secretary of State John Kerry is making a major push to secure what Obama administration officials are calling a “framework” accord that would be a critical first step to a comprehensive Middle East peace agreement. But critics are already branding it as an effort to play for time. "
Millions Gaining Health Coverage Under Law,2014-01-01,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care']",The new moment will test the health law’s central premise — that extending coverage to far more Americans will improve the nation’s health and help many avoid crippling medical bills.,WASHINGTON — Millions of Americans will begin receiving health insurance coverage under the Affordable Care Act on Wednesday after years of contention and a rollout hobbled by delays and technical problems. The decisively new moment in the effort to overhaul the country’s health care system will test the law’s central premise: that extending coverage to far more Americans will improve the nation’s health and help many avoid crippling medical bills.
"Jets, at Least for Moment, Put Entertainment Aside",2014-01-01,article,News,,['Football'],"Rex Ryan appeared very much on an imaginary leash as General Manager John Idzik set the conservative agenda for a news conference Tuesday, two days after the Jets wrapped up an 8-8 season.","FLORHAM PARK, N.J. — Off the top of his head, John Idzik could think of several reasons he still wanted Rex Ryan to be his head coach two days after a third consecutive Jets season of not making the playoffs. After all, they shared a legacy as sons of men who served as coordinators in the organization. They had “similar views” on how to build a team and, Idzik said, had developed a synergy on doing it together."
Old Rivalries Reignited a Fuse in South Sudan,2014-01-01,article,News,,[],The conflict in South Sudan is rooted partly in a failure to achieve a lasting reconciliation between rival factions when the country was created in 2011.,"JUBA, South Sudan — Few moments conjure as much fear in South Sudan as the massacre of Bor."
Cuomo Prods Assemblymen to Resign,2014-01-01,article,News,,['Sexual Harassment'],Gov. Andrew M. Cuomo called on the State Assembly to “seriously consider” expelling Micah Z. Kellner and Dennis H. Gabryszak if they did not leave of their own accord.,"ALBANY — In a strongly worded statement about the seemingly endless series of allegations of sexual misconduct in the State Assembly, Gov. Andrew M. Cuomo called on Tuesday for two assemblymen facing such allegations to either immediately deny the reports’ veracity or resign."
Bowden Adjusts to His Life as a Dadgum Retiree,2014-01-01,article,News,,['Football (College)'],"Bobby Bowden has come to terms with being forced out after leading the Florida State football program for 33 years, and praises the accomplishments of Jimbo Fisher.","TALLAHASSEE, Fla. — Bobby Bowden still lives in the cream-colored brick house he and his wife, Ann, fell in love with in 1976. There was a pool out back, a golf course beyond that and, in the front yard, a sprawling oak tree that canopied the driveway. Its limbs were so big and low that Bowden could walk up them."
2 Slashed at Port Authority Bus Terminal,2014-01-01,article,News,,"['New Year', 'Port Authority Bus Terminal (NYC)', 'Assaults']","Two men suffered apparently non-life-threatening wounds around 8:50 p.m., as New Year’s Eve festivities were underway in Times Square, fire officials said.","Two men were injured in slashings at the Port Authority Bus Terminal in New York on Tuesday night, sending frightened people running from the station, just a block from the New Year’s Eve celebration in Times Square, officials said."
Cuomo Issues Pardons for First Time in Office,2014-01-01,article,News,,"['Amnesties, Commutations and Pardons', 'Crime and Criminals', 'Governors (US)']",Mr. Cuomo on Tuesday granted pardons to three men who had already completed their sentences.,"ALBANY — Gov. Andrew M. Cuomo announced the first pardons of his term on Tuesday afternoon, granting clemency to three New Yorkers whose lives, he said, continued to be “hampered by their criminal records.”"
City Makes Deal to Keep Market at Hunts Point,2014-01-01,article,News,,[],"After years of negotiations, the city and the produce market’s owners reached an agreement that keeps the market and its 3,000 jobs in the South Bronx until 2021.","On the last day of the Bloomberg administration, city officials bought some time in their long-running effort to keep the Hunts Points Terminal Produce Market from leaving the Bronx for New Jersey or elsewhere."
"A’s for Athletes, but Charges of Fraud at North Carolina",2014-01-01,article,News,,"['College Athletics', 'Frauds and Swindling', 'Colleges and Universities']","Some classes never met and some grades were illicitly changed in a University of North Carolina department that attracted numerous athletes, and a respected professor now faces a criminal charge.","CHAPEL HILL, N.C. — In the summer of 2011, 19 undergraduates at the University of North Carolina signed up for a lecture course called AFAM 280: Blacks in North Carolina. The professor was Julius Nyang’oro, an internationally respected scholar and longtime chairman of the African and Afro-American studies department."
Not Shy About Expressing Opinions,2014-01-01,article,News,,"['Crossword Puzzles', 'New Year']","Peter A. Collins gets firsties.* *Usually, when a person posts a comment “first” in a forum, but in this case, first puzzle of the year.","WEDNESDAY’S PUZZLE — If you do the puzzle online, you will no doubt see this post before you ring in the New Year, but many people don’t, so let’s pretend it’s Wednesday morning and New Year’s Day. Ready?"
De Blasio Draws All Liberal Eyes to New York City,2014-01-01,article,News,,"['Mayors', 'Liberalism (US Politics)']","Bill de Blasio has energized the national left, which is hoping that an assertive, tax-the-rich liberal can transform the nation’s most prominent municipal office into a laboratory of populist theories of government.","Liberals across the country are looking to Bill de Blasio, who was sworn in as mayor early Wednesday, to morph New York City’s municipal machinery into a closely watched laboratory for populist theories of government that have never before been enacted on such a large scale."
"As Alumni Meet at the Winter Classic, Even 74-Year-Old Likes to Have Coach’s Confidence",2014-01-01,article,News,,"['Hockey, Ice']","The former Red Wings’ star Red Berenson, 74, helped defend a victory in one of two Winter Classic alumni games pitting teams from Detroit and Toronto.","DETROIT — So many former Detroit Red Wings and Toronto Maple Leafs wanted to play in the Winter Classic alumni game that they staged two games. So all the old Wings and Leafs converged Tuesday afternoon on Comerica Park, a baseball stadium transformed into a wintry ice arena, where some 35,000 fans in tuques and gloves and red sweaters or blue sweaters stamped their feet and thrilled to the sight of their heroes skating down the ice again. "
Justice Blocks Contraception Mandate on Insurance in Suit by Nuns,2014-01-01,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Birth Control and Family Planning', 'Health Insurance and Managed Care', 'Religion-State Relations']",Justice Sonia Sotomayor is giving the government until Friday morning to respond to her decision on President Obama’s health care law.,WASHINGTON — Justice Sonia Sotomayor on Tuesday temporarily blocked the Obama administration from forcing some religious-affiliated groups to provide health insurance coverage of birth control or face penalties as part of the Affordable Care Act.
"McDonagh Is Expanding His Game, and Adding Admirers",2014-01-01,article,News,,"['Hockey, Ice']","Defenseman Ryan McDonagh, always eager to deflect credit to teammates, has been difficult to overlook this season as he has emerged as an offensive force for the Rangers.","Since defenseman Ryan McDonagh made his debut with the Rangers midway through the 2010-11 season, he has been eager to deflect credit to teammates and has rarely sought the limelight."
"Boy, 15, Charged With Murders in Newark",2014-01-01,article,News,,"['Murders and Attempted Murders', 'Crime and Criminals']","A New Jersey boy is accused in the deaths of two teenagers who were among five people shot and killed around Newark on Christmas Day, officials said.","A 15-year-old New Jersey boy was charged on Tuesday with the murders of two teenagers who were among five people shot and killed around Newark on Christmas Day, the Essex County prosecutor’s office said."
Con Ed Agrees Not to Raise Its Residential Electricity Rate for 2 Years,2014-01-01,article,News,,"['Prices (Fares, Fees and Rates)', 'Hurricane Sandy (2012)', 'Electric Light and Power']","The utility company had requested a $450 million rate increase, which would raise electricity rates by as much as 8 percent.","Consolidated Edison has agreed to spend about $650 million to prepare for another storm like Hurricane Sandy without raising its rates for residential electricity for two years, the company and state officials announced on Tuesday."
Barbara Bush Hospitalized for Pneumonia in Texas,2014-01-01,article,News,,"['First Ladies (US)', 'Pneumonia']","Mrs. Bush, 88, was admitted to Houston Methodist Hospital on Monday for treatment of pneumonia and remained there Tuesday evening.","HOUSTON — Barbara Bush, the former first lady, has been admitted to a hospital here for treatment of pneumonia. She is recuperating at the same hospital where her husband, former President George Bush, spent weeks overcoming bronchitis-related illnesses in 2012."
North Korean Leader Says He Wants Better Ties With South,2014-01-01,article,Caption,,['International Relations'],"In his New Year’s Day speech, Kim Jong-un called for improved ties with his country’s wary neighbor, while boasting of his regime’s tighter grip on power.","SEOUL, South Korea — The North Korean leader, Kim Jong-un, on Wednesday called for improving relations with South Korea and boasted of his regime’s tightened grip on power in his first public speech since the purge and execution of his uncle, Jang Song-thaek, last month."
"Winning Lottery Numbers for Dec. 31, 2013",2014-01-01,article,List,,['Lotteries'],"Lottery numbers for New York, New Jersey and Connecticut.","Dec. 31, 2013"
Nets End Year Gaining Nothing but Sympathy,2014-01-01,article,News,,['Basketball'],"Spurs’ Coach Gregg Popovich said Brooklyn has been hit with so many different problems, “You can almost not even begin to deal with that.”","SAN ANTONIO — The 31st game of a team’s schedule may be an arbitrary checkpoint in the N.B.A. season, but as it fell for the Nets on the final day of the calendar year, it seemed to warrant at least a moment or two of reflection."
West Nile Virus Is Behind Bald Eagle Deaths in Utah,2014-01-01,article,News,,"['Bald Eagles', 'West Nile Virus', 'Birds']",Officials believe that the birds contracted the virus by eating infected waterfowl that died in the Great Salt Lake.,"The mysterious deaths of at least 27 bald eagles in Utah were caused by the West Nile virus, state officials said on Tuesday."
"Patricia Ryan, a Managing Editor at Time Inc., Dies at 75",2014-01-01,article,Obituary (Obit),,['Deaths (Obituaries)'],"Initially making her mark as a secretary at Sports Illustrated who knew horses, Ms. Ryan was among the first women to lead major publications.","Patricia Ryan, who started at Time Inc. as a typist in the secretarial pool and rose to become the managing editor of People and Life, a rare ascent for a woman in what was then a male-dominated company, died on Friday at her home in Boothbay, Me. She was 75."
"Corrections: January 1, 2014",2014-01-01,article,News,,[],"Corrections appearing in print on January 1, 2014.",FRONT PAGE
Navigating Our World Like Birds and Bees,2014-01-01,article,News,,"['Global Positioning System', 'Navigation', 'Walking']","How we move around in our world is deeply hard-wired, a new study suggests, sharing patterns that echo the movements of scavenging birds, flocking insects and gliding sharks.","African tribesmen walk through their landscape in a pattern that eerily echoes the movements of scavenging birds, flocking insects, gliding sharks and visitors to Disneyland, a new study finds, suggesting that aspects of how we choose to move around in our world are deeply hard-wired."
Shorter Workweeks Are Likely in New Year,2014-01-01,article,News,,"['Health Insurance and Managed Care', 'Labor and Jobs', 'Part-Time Employment', 'Patient Protection and Affordable Care Act (2010)', 'Unemployment Insurance', 'Working Hours']","More employees are likely to be working shorter workweeks in 2014, as government policies nudge them and employers in that direction, an economist writes.",Casey B. Mulligan is an economics professor at the University of Chicago. He is the author of “The Redistribution Recession: How Labor Market Distortions Contracted the Economy.” 
What’s on Wednesday,2014-01-01,article,Schedule,,[],Television highlights.,"11 A.M. (HGTV) ROSE PARADE 2014 The new year is once again coming up roses for HGTV, which heralds 2014 from its traditional perch at the 125th annual parade. Vin Scully, the hall of fame sports broadcaster and grand marshal, will lead nearly 50 floats, centered on the theme “Dreams Come True” and adorned with more botanical elements — including orchids (above), black lichen, Spanish moss, safflower blossoms, coconut flakes and even chive and onion seed — than the average florist might go through in five years, down Colorado Avenue in Pasadena, Calif. The “Property Brothers” — Drew and Jonathan Scott — and Nancy O’Dell will provide a play-by-play of the nuptials of Danny Leclair and Aubrey Loots on the AIDS Healthcare Foundation’s wedding cake float with the tagline “Love Is the Best Protection.” And eight former Women Airforce Service Pilots from World War II are expected to ride atop a float titled “Our Eyes Are on the Stars.” (Stanford will take on Michigan State in the Rose Bowl game at 5 p.m. on ESPN.) The HGTV programming moves into prime time at 8 with a tour of the latest “Dream Home” giveaway: a three-bedroom modern mountain house with soaring ceilings and wilderness views near Lake Tahoe. The winner also gets a GMC Yukon Denali and $250,000."
De Blasio Sworn In as New York Mayor,2014-01-01,article,News,,[],"The oath of office was administered by Eric T. Schneiderman, the attorney general of New York, in a brief ceremony inside the front yard of the mayor’s rowhouse in Park Slope, Brooklyn.","Bill de Blasio was sworn in as the 109th mayor of New York City early Wednesday, at two minutes past the stroke of midnight."
"Mike O’Connor, Journalists’ Advocate, Dies at 67",2014-01-01,article,Obituary (Obit),,"['News and News Media', 'Deaths (Obituaries)']","Mr. O’Connor, a veteran war correspondent, became an advocate for threatened journalists in Mexico, one of the world’s most dangerous countries for the press.","Mike O’Connor, a longtime foreign correspondent who had worked in recent years to protect journalists in Mexico, died on Sunday in Mexico City. He was 67."
De Blasio Is Sworn In as Mayor,2014-01-01,multimedia,Video,,"['New Year', 'Mayors']","Bill de Blasio was sworn in as the 109th mayor of New York City on Wednesday morning, at two minutes past the stroke of midnight.","Bill de Blasio was sworn in as the 109th mayor of New York City on Wednesday morning, at two minutes past the stroke of midnight."
Need Some Greens? Then Eat This Pork Belly,2014-01-01,article,News,,"['Pork', 'Cooking and Cookbooks', 'Meat', 'Restaurants']",How they do it at a nose-to-tail restaurant in London.,"Since opening nearly 20 years ago, St. John, Fergus Henderson’s famous nose-to-tail restaurant in London, has developed a justifiable reputation for using underappreciated parts of many different types of animals (rolled pig’s spleen, anyone?). Henderson also helped popularize serving unusual vegetables and vegetables in unusual forms. I remember ordering “English peas” and watching a kitchen worker reach into a crate, pile a couple of handfuls of unshelled peas onto a plate and send them to the table."
