headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
The Dentist Who Treated My Divorce,2022-04-01,article,News,,"['Love (Emotion)', 'Marriages', 'Divorce, Separations and Annulments', 'Teeth and Dentistry']","When in pain, it helps to know someone who has experience treating it.","I have spent countless hours reclined in dentists’ chairs, but this was the first time I had cried in one."
"In Paris, and Each Other, They Found Home",2022-04-01,article,News,,['Weddings and Engagements'],"More than a decade after Miranda Robertson studied abroad in the city of her dreams, she returned to discover the man of her dreams in Nicolas Bayle.","When Miranda Patricia Robertson matched with Nicolas Robert Michel Bayle on the dating app Bumble in 2018, Ms. Robertson had also recently reconnected with what she called “the love of my life” — the city of Paris."
Paige Bueckers Has Performed in Minneapolis Before,2022-04-01,article,News,,"['NCAA Basketball Championships (Women)', 'Basketball (College)', 'Content Type: Personal Profile', 'Sports Injuries']","In December, UConn’s star player had an ugly knee injury. On Friday night, she will try to lead her team to a national title game.","MINNEAPOLIS — Brian Cosgriff first saw Paige Bueckers play when she was in second grade, during a scrimmage at the University of Minnesota."
Judge Tosses Out New York’s New Political Districts,2022-04-01,article,briefing,,"['Budgets and Budgeting', 'Politics and Government', 'Elections, House of Representatives', 'Decisions and Verdicts', 'Redistricting and Reapportionment', 'State Legislatures']","The ruling puts the state’s June primary elections in doubt, but Democrats said they would appeal.","Good morning. It’s Friday. We’ll look at the latest twist in redistricting in New York. We’ll also catch up on the state budget in Albany, about to be officially late."
"Corrections: April 1, 2022",2022-04-01,article,Correction,,[],"Corrections that appeared in print on Friday, April 1, 2022.","An article on Thursday about pro-Russian Serbians misstated the given name of a Belgrade-based psychotherapist. She is Aurelija Djan, not Arijan."
Quotation of the Day: Judge Rules Parts of Florida Vote Law Unconstitutional,2022-04-01,article,News,,[],"Quotation of the Day for Friday, April 1, 2022.","“For the past 20 years, the majority in the Florida Legislature has attacked the voting rights of its Black constituents.”"
Word of the Day: oblivionaire,2022-04-01,article,News,,"[""APRIL FOOL'S DAY""]",The teenage winner of our Invent a Word challenge suggests a noun for some leaders of the globalized economy.,"Note: This April Fools’ Day, we’ve turned our vocabulary column over to the winner of our Invent a Word challenge, which invited students to fill a gap they saw in the English language."
Your Friday Briefing,2022-04-01,article,briefing,,[],Fighting rages on in Ukraine.,"Facing deeper isolation by the day over the war in Ukraine, Russia seemed to slightly recalibrate its stance, allowing greater humanitarian access to the devastated port city of Mariupol and apparently retreating from a payment confrontation with European gas customers. Fighting around Kyiv, Ukraine’s capital, continued unabated. Follow the latest updates."
"Boy, 12, Is Fatally Shot in a Parked Car in Brooklyn, Police Say",2022-04-01,article,News,,"['Murders, Attempted Murders and Homicides']",The boy was the latest child to be caught in the crossfire of a surge in shootings that has plagued New York City since the pandemic began.,"A day after a 12-year-old boy was fatally shot in a parked car in Brooklyn, community leaders said the killing was just the latest episode to unsettle neighborhood residents who are both scared of street violence and wary of a return to aggressive police tactics. "
Late Night Gets Why Putin’s Advisers Keep Him in the Dark,2022-04-01,article,News,,['Television'],"“Of course they’re afraid to be honest,” Stephen Colbert said. “No matter what you say to a psychotic boss, you lose.”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now."
Midnight Oil Brings Australia Home,2022-04-01,article,News,,"['Music', 'Pop and Rock Music']",Australia has had its fair share of music that made it big overseas. But why do some bands succeed internationally while others do not? And does that even matter?,"In the days immediately following my return to Australia in September 2017, after almost 30 years of living in the United States, an old high school friend invited me to go with her to see Midnight Oil at the Sidney Myer Music Bowl. I was an Oils fan as a teenager almost by osmosis: My best friend was obsessed with them, and my stepfather was part of the same late-70’s Australian punk scene from which they sprang."
Spelling Bee Forum,2022-04-01,article,News,,[],Feeling stuck on today’s puzzle? We can help.,"FRIDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below."
"‘I’m in Hot Demand, Baby’: Nebraska Thrives (and Copes) With Low Unemployment",2022-04-01,article,News,,"['Economic Conditions and Trends', 'Labor and Jobs', 'Shortages', 'Wages and Salaries', 'Unemployment', 'Inflation (Economics)', 'Hiring and Promotion']","The jobless rate in February, 2.1 percent, was close to the lowest ever. Employers are adjusting to the power of workers.","Harry’s Wonder Bar is a trusted old dive in Nebraska’s capital, frequented by office clerks, construction workers and graduate students alike: the sort of wood-paneled place with a pool table in the back where phones generally stay in pockets, second fiddle to casual conversation, and beer mugs come frosted regardless of the season."
Stop and Smell the Roses,2022-04-01,article,News,,"['Books and Literature', 'Children and Childhood', 'genre-books-childrens']","Or take a cloud out on a walk, or climb the antlers of a deer.",EMILE AND THE FIELDWritten by Kevin YoungIllustrated by Chioma Ebinama
"After the Protesters Left, an Illicit Weed Began Growing in Parliament’s Garden",2022-04-01,article,News,,"['Legislatures and Parliaments', 'Demonstrations, Protests and Riots', 'Vaccination and Immunization', 'Marijuana', 'Coronavirus (2019-nCoV)']",New Zealand officials say anti-vaccination protesters seeded cannabis during a three-week occupation.,"When anti-vaccination protesters finally cleared out of New Zealand’s Parliament grounds after a three-week occupation, they left behind a scene of destruction and disorder — the charred remains of a children’s playground, camping equipment and human waste, among other items."
5 Things to Do This Weekend,2022-04-01,multimedia,Interactive Feature,,"['Grammy Awards', 'Music', 'Whitney Biennial']","Selections from our current articles on weekend events, including a preview of the Grammy Awards.","Selections from our current articles on weekend events, including a preview of the Grammy Awards."
New in Paperback: ‘Caul Baby’ and ‘While Justice Sleeps’,2022-04-01,article,List,,['Books and Literature'],Six new paperbacks to check out this week.,"WHILE JUSTICE SLEEPS, by Stacey Abrams. (Anchor, 480 pp., $17.) In this legal thriller, a young law clerk catches a whiff of a dangerous conspiracy in Washington after the Supreme Court justice she works for slips into a coma. “Those desirous of perils and surprises will encounter them in abundance,” commented our reviewer, Richard North Patterson."
"The New York Times News Quiz, April 1, 2022",2022-04-01,multimedia,Interactive Feature,,[],Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.
Murder in the Mohalla,2022-04-01,article,Review,,['Books and Literature'],"In Aamina Ahmad’s stunning debut novel,“The Return of Faraz Ali,” a police officer is asked to cover up a young girl’s death in the red-light district of Lahore, Pakistan.","In the early 1980s, not long after President Anwar el-Sadat of Egypt was assassinated, my father was walking home from work one night when two soldiers stopped him. They were young, bored. They decided to give him a hard time."
This Teen Romance Is Like Any Other. That’s What Makes It So Different.,2022-04-01,article,Review,,"['Books and Literature', 'genre-books-young-adult']","Julian Winters’s new novel, “Right Where I Left You,” is a love letter to queer Black and brown nerds.","Welcome to YA/NYT, a monthly column in which we recommend one new young adult book that you won’t want to miss."
This Is Why It Took More Than 100 Years to Get an Anti-Lynching Bill,2022-04-01,article,Op-Ed,,"['Law and Legislation', 'Lynching', 'United States Politics and Government', 'Filibusters and Debate Curbs', 'Minorities', 'Black People', 'Blacks', 'Discrimination', 'Federal-State Relations (US)']",Our political system was the primary obstacle to protecting the lives and livelihoods of its own citizens.,"On Tuesday, President Biden signed a bill to make lynching a federal crime. Devised by a group of Black lawmakers in the House and Senate — Tim Scott of South Carolina, Cory Booker of New Jersey, Bobby Rush of Illinois and Kamala Harris of California (when she was still in the Senate) — the law comes into being after more than 200 failed attempts, over more than 100 years, to pass anti-lynching legislation through Congress."
Separated but Under the Same Roof,2022-04-01,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Dating and Relationships', 'Divorce, Separations and Annulments', 'Marriages', 'Parenting', 'Single Persons', 'Families and Family Life', 'Personal Finances']",Some couples who’ve ended their marriages are finding common ground right at home.,"Kate Warren and her husband, Yanni Kotsonis, separated in early 2016. But they didn’t exactly go their separate ways."
Reverse Mortgages Are No Longer Just for Homeowners Short on Cash,2022-04-01,article,News,,"['Retirement', 'Mortgages', 'Real Estate and Housing (Residential)', 'Home Equity Loans', 'Content Type: Service', 'Income', 'Personal Finances', 'Elderly', 'Stocks and Bonds']","Turning your home equity into cash can help pay bills and preserve other savings and investments. But they’re complicated, and not for everyone.","After her husband died suddenly from a fall in 2016, Marjorie Fox decided to hold off on any big decisions. She waited two years to retire as a financial planner and three to sell their house and buy a lakeside townhome in Reston, Va. For added protection, she took out a reverse mortgage on her new home."
At the Fountain,2022-04-01,article,News,,[],"Tell us a story, real or made up, that is inspired by this image.","Use your imagination to write the opening of a short story or poem inspired by this illustration — or, tell us about a memory from your own life that this image makes you think of."
How to Endure the Big Decline in Bonds,2022-04-01,article,News,,"['United States Economy', 'Interest Rates', 'Content Type: Service', 'Recession and Depression', 'Inflation (Economics)', 'Stocks and Bonds', 'Mutual Funds', 'Mortgages']","Our columnist answers questions about the troubles in the bond market, and what they mean for investors.","It’s been a horrible start of the year for the bond market, the worst in decades."
This article was published in error.,2022-04-01,article,News,,"['Nineteen Hundred Sixties', 'Politics and Government', 'Archives and Records', 'Civil Rights Movement (1954-68)', 'Books and Literature']",,
Do You Enjoy Taking Long Walks?,2022-04-01,article,News,,"['Education', 'Walking']","Do you see walking as an enjoyable activity, or is it just a way to get from one place to another?","Do you enjoy walking around your neighborhood? Have you ever discovered something interesting or surprising near where you live when walking around? During the pandemic, Mary Hosbrough and Jennifer Jacobsen-Wood tried something new: They met up daily to walk every street of their hometown, Peoria, Ill."
The Right’s Disney Freakout,2022-04-01,article,Op-Ed,,"['Homosexuality and Bisexuality', 'Discrimination', 'Children and Childhood', 'Right-Wing Extremism and Alt-Right', 'QAnon', 'Law and Legislation', 'Television', 'Corporate Social Responsibility']",How the company got mired in a moral panic.,"I don’t know Latoya Raveneau, but I feel terrible for her. An executive producer at Disney, she was a speaker at a recent virtual all-hands company meeting about Florida’s “Don’t Say Gay” bill. Inside Disney, there had been considerable anger that the company, one of the state’s largest employers, had donated to politicians behind the bill and hadn’t done more to fight it. Raveneau stepped up to defend the company’s queer friendliness, only to become a national object of right-wing fury and disgust."
"Living With Gusto Despite a Rare, Fatal Disease, and Hunting for Answers",2022-04-01,article,News,,"['Progeria', 'Research', 'Longevity', 'Children and Childhood', 'Rare and Orphan Diseases']","At 26, Sammy Basso is believed to be the oldest person with the disease Progeria. And now he’s researching it, hoping to find a treatment and the secrets of aging.","TEZZE SUL BRENTA, Italy — Like many an Italian man living at home in his mid-20s, Sammy Basso is a little embarrassed by the childhood mementos that clutter his small bedroom."
How Low Will Senate Republicans Go on Ketanji Brown Jackson?,2022-04-01,article,Op-Ed,,"['Appointments and Executive Changes', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government']","In seeking to discredit her, they have concocted a scary version of a Black woman  to serve up to their base.","When Judge Ketanji Brown Jackson’s Supreme Court nomination reaches the Senate floor soon, every Republican who votes against her confirmation will be complicit in the abuse that the Republican members of the Judiciary Committee heaped on her."
Strong Job Gains in March Keep a Flame Under the Recovery,2022-04-01,article,News,,"['United States Economy', 'Wages and Salaries', 'Labor and Jobs', 'Prices (Fares, Fees and Rates)', 'Inflation (Economics)', 'Coronavirus (2019-nCoV)']","The U.S. economy added 431,000 jobs and the unemployment rate fell to 3.6 percent. Wages showed sharp gains, but that has been blunted by inflation.","A continued torrent of consumer demand, paired with a decline in coronavirus caseloads and health restrictions, led to a burst of job creation last month, showing the staying power of the economic recovery."
"As Biden Pleads for More Covid Aid, States Are Awash in Federal Dollars",2022-04-01,article,News,,"['United States Economy', 'States (US)', 'American Rescue Plan (2021)', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Federal Aid (US)', 'Federal Budget (US)']",States pushed back on a plan to take back some of their stimulus money to fund President Biden’s emergency spending request. Now Congress is trying to find other ways to offset the cost.,"FRANKFORT, Ky. — Gov. Andy Beshear has been toting oversize checks around his state in recent weeks, handing them out to city and county officials for desperately needed water improvements."
Why Putin Went Straight for the Nuclear Threat,2022-04-01,article,Op-Ed,,"['Russian Invasion of Ukraine (2022)', 'Nuclear Weapons', 'Defense and Military Forces', 'United States International Relations']",Vladimir Putin made a threat of nuclear weapons. The U.S. and NATO should be less deferential.,The Biden administration has done an admirable job checking Russian disinformation efforts by disclosing U.S. intelligence assessments of Moscow’s intentions and marshaling unified political support for Ukrainian sovereignty and indirect military support for its defense.
Sanctions Against Russia Are a Form of War. It’s Time We Recognize That.,2022-04-01,article,Op-Ed,,"['audio-neutral-informative', 'Embargoes and Sanctions', 'Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'Politics and Government']",The historian Nicholas Mulder on how the West’s sanctions can help end Putin’s war — or escalate it.,The Russian political scientist Ilya Matveev recently described the impact of the West’s sanctions on his country as “30 years of economic development thrown into the bin.” He’s not exaggerating. Economists expect the Russian economy to contract by at least 15 percent of G.D.P. this year. Inflation is spiking. An exodus of Russian professionals is underway. Stories of shortages and long lines for basic consumer goods abound.
"As Earmarks Return to Congress, Lawmakers Rush to Steer Money Home",2022-04-01,article,News,,"['Earmarks (Finance)', 'Federal Budget (US)', 'United States Politics and Government', 'States (US)']","Democrats and Republicans alike stuffed nearly 5,000 earmarks totaling $9 billion into the $1.5 trillion government spending bill signed by President Biden.","WASHINGTON — One hundred million dollars for an airport in Mobile, Ala. Tens of thousands for upgrades to a police station in the tiny town of Milton, W.Va. Hundreds of thousands of dollars sent to Arkansas to deal with feral swine."
"Like Its Players, Villanova Keeps Coming Back",2022-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']","Under Coach Jay Wright, the Wildcats have made four Final Fours and won two national titles, all without any one-and-done players.",Update: Kansas beat UNC to win the NCAA Championship.
April Vocabulary Challenge: Create a Word Field Note,2022-04-01,article,News,,['Education (K-12)'],Create a one-page field note that explores the meaning and usage of one of our Words of the Day. Submissions are due on April 29.,"Naturalists often record their discoveries about nature in field notes. A field note about fire ants might catalog where they are found, what they look like, how common they are and how they interact with other animals."
"An Olympian’s Plea Against War Resonated, but His Work Goes On",2022-04-01,article,News,,"['Russian Invasion of Ukraine (2022)', 'Skeleton (Sport)', 'Olympic Games (2022)']","Vladyslav Heraskevych, a skeleton competitor from Ukraine, gathers supplies and uses the team van to deliver them to Kyiv as he waits to be called for military duty.","A little more than a month has passed since the end of the Beijing Olympics, but already the Games, like the ones before, have distilled into a handful of images and moments."
Is This the Last Generation to Live on New York City’s Wild Fringes?,2022-04-01,article,News,,"['Wetlands', 'Coast Erosion', 'Hurricane Sandy (2012)', 'Conservation of Resources', 'Area Planning and Renewal', 'Global Warming', 'Wildlife Sanctuaries and Nature Reserves', 'Real Estate and Housing (Residential)', 'audio-neutral-informative', 'audio-neutral-immersive', 'audio-positive-nostalgic']",A major restoration project aims to protect the Jamaica Bay area — and all of New York — by returning salt marshes and sand dunes to their natural states. But will it be too late for the people of Broad Channel?,"To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android."
"In Miami Where It All Began, Naomi Osaka Is Rolling Again",2022-04-01,article,News,,"['Tennis', 'Miami Open (Tennis)', 'Content Type: Personal Profile']","After struggling for more than a year, the former world No. 1 has advanced to her first women’s singles final since she won the Australian Open in 2021.","MIAMI GARDENS, Fla.— Thirteen months."
Jurors Begin Deliberating Case of Alleged Plot to Kidnap Michigan’s Governor,2022-04-01,article,News,,"['Kidnapping and Hostages', 'Informers', 'Gun Control', 'Politics and Government', 'Second Amendment (US Constitution)', 'Shutdowns (Institutional)', 'Right-Wing Extremism and Alt-Right']",Lawyers made closing arguments on Friday in the federal trial involving four men with militia ties who are accused of conspiring to kidnap Gov. Gretchen Whitmer.,"GRAND RAPIDS, Mich. — The government’s accusations were jarring: Several men with militia ties had schemed to abduct Gov. Gretchen Whitmer of Michigan at her vacation home. The group, prosecutors and witnesses said, had held a series of “field training exercises” and discussed killing or stranding her in a boat in the middle of Lake Michigan."
He Was Demoted for Harassing Women. Now He’s the Front-Runner for President.,2022-04-01,article,News,,"['Sexual Harassment', 'Elections', ""Women's Rights""]","In Costa Rica’s runoff on Sunday, voters will decide between a candidate found to have sexually harassed junior employees at the World Bank and a former president once accused of corruption.","SAN JOSÉ, Costa Rica — He was demoted from a senior position at the World Bank because of sexual harassment. Now, the economist Rodrigo Chaves — who has campaigned as a populist outsider in an election marked by anger at traditional politicians — leads the polls to become Costa Rica’s next president on Sunday."
Democrats Worry That What Happens in Nevada Won’t Stay in Nevada,2022-04-01,article,News,,"['Midterm Elections (2022)', 'Elections, Senate', 'Voting and Voters', 'Hispanic-Americans', 'United States Politics and Government', 'Economic Conditions and Trends']","Democrats have long held up Nevada as a symbol of their future. But as the state’s economy struggles, it has become the epitome of the party’s midterm difficulties.","LAS VEGAS — Scars from the coronavirus pandemic are still visible here. Housing prices skyrocketed, with rents rising faster than almost anywhere else in the country. Roughly 10,000 casino workers remain out of work. Gas prices, now more than $5 a gallon, are higher than in every other state except California."
The Fed eyes a hot labor market as unemployment nears prepandemic levels.,2022-04-01,article,News,,"['Labor and Jobs', 'Interest Rates', 'Inflation (Economics)', 'United States Economy', 'Unemployment', 'Coronavirus (2019-nCoV)', 'Wages and Salaries', 'Prices (Fares, Fees and Rates)']","Federal Reserve officials are tasked with fostering “full employment.” At least for now, some see the labor market as uncomfortably tight.","Federal Reserve officials are tasked with fostering “full employment,” and while it has been difficult to guess what that means as the economy recovers from huge job losses at the start of the pandemic, March hiring data seemed likely to reaffirm to policymakers that the labor market is running hot."
How to Make Kids Feel at Home in Both Homes After a Divorce,2022-04-01,article,News,,"['Real Estate and Housing (Residential)', 'Content Type: Service', 'Parenting', 'Divorce, Separations and Annulments']","When parents go their separate ways in a divorce, children are torn between two places — both should feel like home.","The day my ex and I had to tell our children that we were getting divorced, we sat on the couch in the living room as they played on the rug below us. It was a pivotal moment, and our almost 5-year-old, Isaac, sensing that something big and disruptive was happening, had one very important question: What would happen to his Legos?"
Verifying Images of the War in Ukraine,2022-04-01,article,News,,"['War and Armed Conflicts', 'Video Recordings, Downloads and Streaming', 'Propaganda', 'Satellites', 'Social Media', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces']",The Times’s Visual Investigations team shares the rigorous process of confirming (or disputing) the authenticity of videos about the war in Ukraine.,"A brief, shaky video uploaded to Telegram on March 17 showed bodies on the ground in Mariupol, one of Ukraine’s largest cities, which has been battered by Russian military attacks in the continuing war. The person behind the camera shouted that it was March 13. But could the date — and the content itself — be corroborated?"
"As Gas Prices Soar, Biden’s Climate Ambitions Sputter",2022-04-01,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'American Jobs Plan (2021)', 'United States Politics and Government']","Rising costs at the pump, war in Ukraine, an emboldened fossil fuel industry and stalled legislation have imperiled President Biden’s climate agenda.","WASHINGTON — A year after he entered the White House with a vow that fighting global warming would be a driving priority for his administration, President Biden finds his climate agenda is mired in delay and faces legal, legislative and political headwinds that could diminish or dismantle it entirely."
"Strikes, Inflation, Now War: Uncertainty Escalates for Europe’s Travel Season",2022-04-01,article,News,,"['Travel and Vacations', 'Politics and Government', 'Supply Chain', 'Summer (Season)', 'Hotels and Travel Lodgings', 'Quarantine (Life and Culture)', 'Prices (Fares, Fees and Rates)', 'Shortages']","As pandemic restrictions lifted, the travel industry was looking forward to a strong summer season. But they may be disappointed.","Diego Sanz, a tour guide on Spain’s southeastern Mediterranean coast, received his first international group booking in more than a year in mid February. It was, he thought, an augury of better things to come."
Remembrance of Bookstores Past,2022-04-01,article,News,,"['Books and Literature', 'Book Trade and Publishing']",New Yorkers still tell stories of browsing at Harlem’s Liberation Bookstore or spending the afternoon at Scribner’s.,"New York City is home to wonderful bookstores, but there used to be so many more of them to choose from — from Coliseum Books, just south of Columbus Circle; to Ivy’s Curiosities and Murder Ink on the Upper West Side; to the dearly departed St. Mark’s Bookshop in the East Village. By one count, there were 386 booksellers in Manhattan in 1950, including almost 40 on a six-block stretch of Fourth Avenue. (By comparison, there are fewer than 100 in the city now.) Here’s a look back at a few old favorites."
Hillsong and Subversive Kids’ Books: The Week in Narrated Articles,2022-04-01,article,News,,[],"Five articles from around The Times, narrated just for you.","This weekend, listen to a collection of narrated articles from around The New York Times, read aloud by the reporters who wrote them."
A nuclear agency is investigating reports of radiation poisoning among Russian troops at Chernobyl.,2022-04-01,article,News,,"['Russian Invasion of Ukraine (2022)', 'Nuclear Energy', 'Radiation']",Russian soldiers left the decommissioned nuclear plant and a nearby city after five weeks of occupation.,"As Russian troops pulled out of Ukraine’s shuttered Chernobyl nuclear plant five weeks after seizing it, an international nuclear watchdog agency is looking into reports that some of the soldiers are experiencing radiation poisoning."
Inside Mariupol,2022-04-01,article,News,,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'audio-neutral-informative']",What the fight for the Ukrainian port city means for the future of the war.,This episode details graphic scenes.
U.S. Navy to Name Ship After Justice Ruth Bader Ginsburg,2022-04-01,article,News,,"['United States Defense and Military Forces', 'Ships and Shipping', 'Awards, Decorations and Honors']","The ship, a replenishment oiler, is designed to carry fuel to the Navy’s operating carrier strike groups.","Ruth Bader Ginsburg, the Supreme Court Justice who fought for women’s rights for more than a half century before her death in 2020, will have a U.S. Navy ship named after her, military officials said on Thursday."
Battleground Nevada,2022-04-01,article,briefing,,"['Midterm Elections (2022)', 'internal-storyline-no', 'United States Economy', 'Elections, House of Representatives', 'Elections, Senate', 'Politics and Government', 'United States Politics and Government', 'Hispanic-Americans']",The state will help determine Senate control in this year’s midterm elections.,"Nevada, perhaps more than any other state, has showcased the potential for a more diverse America to move the country’s politics to the left. Rising numbers of Asian American and Latino residents have helped Democrats win the state in the past four presidential elections. The party also holds both of Nevada’s Senate seats."
Energy prices in Europe soar 45 percent as inflation hits another record.,2022-04-01,article,News,,"['Economic Conditions and Trends', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Russian Invasion of Ukraine (2022)', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Commodities']",A continued run-up in prices shows how rapidly the impact of the war in Ukraine is coursing through Europe’s economy.,"PARIS — Soaring energy and food prices driven by Russia’s continued aggression against Ukraine pushed inflation in Europe last month to levels not seen in four decades, with prices in the 19 countries that use the euro soaring 7.5 percent, according to data released Friday by Europe’s statistics agency."
Native Hawaiian Hula Teacher Among Five Women Who Will Appear on Quarters,2022-04-01,article,News,,"['Numismatics', 'Currency', 'Native Hawaiians', 'Native Americans', ""Women's Rights"", 'Dancing']","Edith Kanaka‘ole, who died in 1979, will appear on the coin next year along with four other notable women.",George Washington will be sharing some space with a native Hawaiian hula teacher next year.
Is U.S. Employment at Its Peak?,2022-04-01,article,News,,"['Labor and Jobs', 'Unemployment', 'Mergers, Acquisitions and Divestitures', 'Electric and Hybrid Vehicles']","Despite strong job growth, all the positions lost during pandemic may not be regained.","This morning, the Labor Department will report how many jobs employers added to their payrolls in March. Economists expect a healthy gain. But how much longer can the labor market keep it up?"
‘I Feel Shame’: Pope Apologizes to Indigenous People of Canada,2022-04-01,article,News,,"['Indigenous People', 'Apologies', 'Child Abuse and Neglect']",Pope Francis also promised to visit Canada as part of a process of healing and reconciliation over the church’s involvement in an abusive system of residential schools.,"VATICAN CITY — Pope Francis apologized on Friday for the Roman Catholic Church’s involvement in a system of Canadian boarding schools that abused Indigenous children for 100 years, and said he would travel to Canada as part of a process of healing and reconciliation."
