headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
"Corrections: April 1, 2021",2021-04-01,article,Correction,,[],"Corrections that appeared in print on Thursday, April 1, 2021.","An article on Monday about the revival of hunting and trapping certain predators in Montana misstated how Gov. Greg Gianforte of Montana characterized his trapping experience. He said he had been trapping since he was a “tot,” not that he had been trapping wolves since that time. Because of editing errors, the article also described incorrectly the state and one of its senators. Montana is the third least dense state in the country, not the third least populous; and Steve Daines is the state’s junior senator, not its senior senator."
Quotation of the Day: Euphoria and Sorrow as Nursing Homes Reopen a Year Later,2021-04-01,article,Quote,,[],"Quotation of the Day for Thursday, April 1, 2021.",“I thought I would be so happy. And I just feel such grief because of the year of time I have lost and I will never get back.”
"Ray LaHood, Obama’s transportation secretary, failed to disclose a $50,000 check from an associate of a Lebanese-Nigerian billionaire.",2021-04-01,article,News,,"['Ethics and Official Misconduct', 'Fines (Penalties)']","Mr. LaHood did not disclose the check on two government ethics forms, federal prosecutors said.","Ray LaHood, who served as transportation secretary for President Barack Obama from 2009 to 2013, took $50,000 from an associate of a Lebanese-Nigerian billionaire in 2012 and failed to disclose it, federal prosecutors announced Wednesday."
Hong Kong Court Convicts Democracy Leaders Over Protest March,2021-04-01,article,News,,"['Hong Kong Protests (2019)', 'Politics and Government', 'Freedom of Speech and Expression', 'Freedom of Assembly', 'Political Prisoners']","The defendants, including the media tycoon Jimmy Lai and the barristers Martin Lee and Margaret Ng, were some of the city’s most prominent activists.","HONG KONG — Seven of Hong Kong’s veteran pro-democracy leaders were found guilty on Thursday of unauthorized assembly, a verdict seen by their supporters as a severe assault on the freedom of speech and other civil liberties that once were core to the city’s identity."
A 9-Year-Old Boy Is Among 4 Killed in Southern California Shooting,2021-04-01,article,News,,"['Mass Shootings', 'Murders, Attempted Murders and Homicides']","The authorities said the boy died in the arms of a woman, believed to be his mother, who was trying to protect him. The woman was wounded and hospitalized.","ORANGE, Calif. — A gunman opened fire at a Southern California real estate office on Wednesday, killing four people, including a 9-year-old boy who the authorities said appeared to have died in his mother’s arms as she tried to shield him from the gunfire."
Tiger Woods Update: Sheriff Says Crash Investigation Is Done,2021-04-01,article,News,,"['Traffic Accidents and Safety', 'Golf']","Alex Villanueva, the sheriff of Los Angeles County, said that the authorities would need Woods’s permission to release the results of the investigation.","The investigation into Tiger Woods’s single-vehicle crash in February is finished, but the results cannot be released publicly until Woods gives permission, the Los Angeles County sheriff said in a Facebook Livestream on Wednesday."
What You Need to Know About Your Vaccine Card,2021-04-01,article,News,,"['Content Type: Service', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Vaccination Proof and Immunization Records']","For now, the best way to show that you’ve been inoculated against the coronavirus is a simple white card. Here, your key questions answered.","As vaccinations become more widely available for people in the United States and travel starts picking up, many people have started sharing their simple white vaccination cards on social media as prized new possessions."
Twelve hours of baseball await.,2021-04-01,article,News,,[],"Of four games being broadcast nationally on ESPN, the most interesting will probably be the Astros’ road opener at Oakland.","The expected highlights of opening day, which will stretch from 1:05 p.m. Eastern time until approximately 1 a.m., include the Hall of Famer Tony La Russa’s return to managing with the Chicago White Sox, Francisco Lindor’s debut with the Mets and the Los Angeles Dodgers beginning their title defense.But the most interesting game of the day is quite likely the Houston Astros’ road opener at Oakland, where they will face a hostile regular season crowd for the first time since their elaborate sign-stealing scheme (which helped the team win the 2017 World Series) was revealed. That game between the Astros and the Athletics is one of three opening day games that will be broadcast nationally on ESPN (the Mets-Nationals game, which was also set for ESPN, has been postponed). Here is the full opening day schedule."
The Sabres’ Losing Streak Ends at 18,2021-04-01,article,News,,"['Hockey, Ice']","Buffalo had been on a dry spell, going 0-15-3 since late February, before beating Philadelphia on Wednesday.","The Buffalo Sabres started the year seeking to ignite their offense with new acquisitions, but instead they found ignominy with a historic losing streak."
Women Are Calling Out ‘Rape Culture’ in U.K. Schools,2021-04-01,article,News,,"['Women and Girls', 'Sexual Harassment', 'Sex Crimes', 'Child Abuse and Neglect', 'Private and Sectarian Schools', 'Colleges and Universities', 'Education (K-12)', 'Social Media']",Thousands of anonymous online accounts have shined a spotlight on sexual violence against young women and girls.,"LONDON — For weeks, the harrowing anonymous testimonies have poured in, one after another."
Your Thursday Briefing,2021-04-01,article,briefing,,[],‘Rape culture’ in U.K. schools.,"After weeks of harrowing anonymous accounts of sexual violence, sexism and misogyny at schools on a platform called Everyone’s Invited, local and national officials in Britain have begun investigations. On Wednesday, the government said an education body would conduct an immediate review of policies safeguarding students at both public and private schools."
‘Here We Go Baby’: Francisco Lindor Truly Commits to the Mets,2021-04-01,article,News,,['Baseball'],"The superstar shortstop will stay in Queens through 2031 thanks to a 10-year, $341 million contract extension.","WASHINGTON — Unable to contain his jubilation, Francisco Lindor unleashed a short celebratory scream in his hotel room late Wednesday when his agent informed him that the Mets had agreed to give him a franchise record 10-year, $341 million contract extension."
Boris Johnson’s Government Is Built on Cruelty,2021-04-01,article,Op-Ed,,"['Great Britain Withdrawal from EU (Brexit)', 'Immigration and Emigration', 'Asylum, Right of', 'Immigration Detention', 'Refugees and Displaced Persons']","Determined to make good on the nativist promise of Brexit, it has embraced anti-migrant authoritarianism.","LONDON — Last week, as Britain focused on its gradual emergence from lockdown, the home secretary, Priti Patel, laid out the government’s “New Plan for Immigration.”"
New York Will End Long-Term Solitary Confinement in Prisons and Jails,2021-04-01,article,News,,"['Solitary Confinement', 'Prisons and Prisoners', 'Prison Guards and Corrections Officers', 'Law and Legislation', 'Mental Health and Disorders']",Isolation for more than 15 consecutive days will be barred in prisons and jails starting next March after years of efforts to restrict the practice.,"In a far-reaching move that will fundamentally change life behind bars in New York, Gov. Andrew M. Cuomo on Wednesday signed into law a bill that will end the use of long-term solitary confinement in prisons and jails."
Word of the Day: jeopardy,2021-04-01,article,News,,[],This word has appeared in 342 articles on NYTimes.com in the past year. Can you use it in a sentence?,_________
Biden Says He Would Support Moving All-Star Game Over Georgia Voting Law,2021-04-01,article,News,,"['Baseball', 'Stadiums and Arenas', 'Law and Legislation', 'Voting and Voters', 'Coronavirus (2019-nCoV)', 'Disease Rates', 'United States Politics and Government']","In an interview on ESPN, President Biden discussed the restrictions passed by the state’s Republicans last week and encouraged baseball fans to abide by social-distancing protocols.",WASHINGTON — President Biden said on Wednesday that he would “strongly support” Major League Baseball moving its All-Star Game from Atlanta after the executive director of the players’ union said he was open to discussing such a move after Georgia Republicans passed a law last week to restrict voting access in the state.
"Laura Wasser, She Who Will Cleave the Union of Kim and Kanye",2021-04-01,article,News,,"['Divorce, Separations and Annulments', 'Content Type: Personal Profile', 'Celebrities']",A Hollywood divorce lawyer with lots of practice.,"Among Laura Wasser’s singular gifts is her talent for spinning a tale. One of Hollywood’s premier divorce lawyers, she has cataloged her clients’ foibles, anxieties and misapprehensions in a book and on her social media platforms. There was the wife of a Hollywood producer who imagined that she would still be entitled, post-split, to fly on the movie studio’s private jet. Not a chance, Ms. Wasser told her crisply. “You are no longer Mrs. Producer.”"
"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in April",2021-04-01,article,News,,"['Television', 'Movies']","Our streaming picks for April, including ‘Concrete Cowboy,’ ‘Made for Love’ and ‘Them’","Every month, streaming services in Australia add a new batch of movies and TV shows to its library. Here are our picks for April."
"Weekly Health Quiz: An Australian Mystery, Covid and the Teenage Brain",2021-04-01,multimedia,Interactive Feature,,"['Height (Stature)', 'Ears and Hearing', 'Drug Abuse and Traffic', 'Medicine and Health', 'Exercise', 'Memory', ""Alzheimer's Disease"", 'Infections', 'Marijuana', 'Teenagers and Adolescence', 'Coronavirus (2019-nCoV)', 'Opossums', 'ALLERGIES', 'Masks', 'Human Growth Hormone']",Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.
It Takes Gumption to Work on a Novel For 10 Years. Ask Angeline Boulley.,2021-04-01,article,List,,"['Books and Literature', 'Content Type: Personal Profile', 'Indian-Americans']","“Firekeeper’s Daughter” is a runaway success, but the years leading to its publication consisted of a long series of quiet mornings.","EARLY BIRD Wunderkind novelists are fun to hoot and holler about, but late bloomers deserve a solemn moment of silence. Let’s offer one up for Angeline Boulley, a 55-year-old mother of three, who toiled over ""Firekeeper’s Daughter” for 10 years — during her son’s hockey practices and in work meetings; through seasons of celebration (including her kids’ high school and college graduations); and periods of tumult (a move from Sault Ste. Marie, Mich., to Washington, D.C., a divorce)."
Poem: If I Should Come Upon Your House Lonely in the West Texas Desert,2021-04-01,article,News,,"['Poetry and Poets', 'Love (Emotion)', 'Coronavirus (2019-nCoV)']","Natalie Diaz can be fiercely political, but, oh, my, can she also remind us to love.","These days, the sun lingers an hour longer. And with the coronavirus vaccines reaching more people every day, there is the hope that this pandemic is waning. And so I want to remember the love poem. The politics of holding someone close. I won’t pretend that the distance of these past months has reminded me of prison cells. But it has made me thankful for a little tenderness. Natalie Diaz can be fiercely political, but, oh, my, can she also remind us to love. As she says in “Grief Work,” the final poem of “Postcolonial Love Poem,” “Why not now go toward the things I love?” Selected by Reginald Dwayne Betts"
"A Novel of the City, Alive to Its Hidden Connections",2021-04-01,article,Review,,['Books and Literature'],"In “Ghosts of New York,” Jim Lewis introduces four characters and follows their intersecting paths.",GHOSTS OF NEW YORKBy Jim Lewis
April Fools’,2021-04-01,article,News,,[],What story or memory does this day inspire for you?,
Judge John Hodgman on Running Out of Underwear,2021-04-01,article,News,,['Comedy and Humor'],A married couple’s contention over a broken washer.,"Kate writes: We were without a washer for a few weeks. Rather than buy new underwear, my husband, Steve, pulled out a pair of scissors and invented “short johns.” You take a pair of long johns, snip them off midthigh and then wear them like normal underpants. I say he’s ruining perfectly good clothing. But he still happily sings “short johns, short johns!” whenever he puts them on. I worry he’ll strike again. "
"Dogs Can Have a Little Charcuterie, as a Treat",2021-04-01,article,News,,"['Dogs', 'Pet Foods']",“Barkuterie” boards are a new way to spoil your beloved pets.,"For well over a year now, elaborate charcuterie boards have been taking over the social feeds of food enthusiasts. There have been artful assemblages of the usual items, like cheese, meat and fruit, as well as plates topped with desserts and colorful candy."
Elizabeth Acevedo Understands That ‘People Read Like They Eat’,2021-04-01,article,News,,"['Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile']","“Sometimes we want comfort, sometimes we want to work to crack something open.”","“Sometimes we want comfort, sometimes we want to work to crack something open,” says the poet and young adult author, whose book “With the Fire on High” is new in paperback."
"Two Humans, Two Dogs and a Two-Bedroom in Brooklyn for Under $1.5 Million. Which Home Would You Choose?",2021-04-01,multimedia,Interactive Feature,,"['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Content Type: Personal Profile']","For their first New York purchase, a couple scoured their beloved Williamsburg neighborhood for a quiet place with good light and more space for their growing household. Here’s what they found.","For their first New York purchase, a couple scoured their beloved Williamsburg neighborhood for a quiet place with good light and more space for their growing household. Here’s what they found."
An Asian American Poet on Refusing to Take Up ‘Apologetic Space’,2021-04-01,article,Op-Ed,,"['Discrimination', 'Asian-Americans', 'Atlanta Spa Shootings (2021)']","The writer and poet Cathy Park Hong discusses Asian outrage and why she’s seeking power, not assimilation.","This week, a Filipino woman was attacked in Midtown Manhattan during broad daylight. This assault came on the heels of the Atlanta-area shooting in which six women of Asian descent were killed and amid reports of rising crime against Asians. One group, Stop AAPI Hate, received nearly 3,800 accounts of incidents nationally between March 19, 2020, and Feb. 28."
Lesson of the Day: ‘Rich Countries Signed Away a Chance to Vaccinate the World’,2021-04-01,article,News,,[],"In this his lesson, students will learn about the stark inequalities in vaccine access across the globe, then consider what the United States should do to close the gap.","Featured Article: “Rich Countries Signed Away a Chance to Vaccinate the World” (PDF excerpt) by Selam Gebrekidan and Matt Apuzzo (You can read the full article here, but because it is quite long, our Questions for Writing and Discussion deal only with the information in the excerpt.)"
Are You Shopping for Obamacare? Tell Us About It.,2021-04-01,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']",We want to hear from people who enrolled for health insurance about their experiences signing up.,"The stimulus bill that became law last month will spend billions to make health insurance more affordable. It will lower premiums for many who already buy their own coverage, and make millions newly eligible for financial help."
"Black Friendship, Broadcast",2021-04-01,article,News,,"['Black People', 'Blacks', 'Podcasts', 'Content Type: Personal Profile', 'Women and Girls']","The hosts of the “OK Now Listen” podcast want to reflect the best parts of chatting with your buds. “I have a tribe of women that hold me down,” Deanii Scott said.","Every two weeks, Sylvia Obell and Deanii Scott get on Zoom from opposite coasts to record their podcast, “Okay, Now Listen,” which is produced by Netflix."
"The Push to Vaccinate 20,000 Holocaust Survivors in New York",2021-04-01,article,News,,"['Holocaust and the Nazi Era', 'Jews and Judaism', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']","One survivor who got her vaccine, Eva Rose, 96, said the last year has been “lousy,” but added: “I am still here, thank God.”","A year spent hiding at home from the coronavirus has given Anne Bertolino, 96, a lot of time to dwell on the past: the anti-Semitic abuse she suffered on the streets of Hamburg as a child; the grandparents who pushed for her and her sister to leave the country for their own safety; and her mother, a widow who was killed in Auschwitz."
Cynthia Ozick Calls the New Philip Roth Biography a ‘Narrative Masterwork’,2021-04-01,article,Review,,"['Books and Literature', 'Content Type: Personal Profile', 'Writing and Writers']","Blake Bailey’s comprehensive life of Roth features a parade of book after book, award after award, and lover after lover.",PHILIP ROTHThe BiographyBy Blake Bailey
Billions in New Obamacare Subsidies Are Now Available on Healthcare.gov,2021-04-01,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Federal Aid (US)', 'United States Politics and Government']",Nearly everyone with a marketplace health plan can seek more financial help. Many uninsured Americans and people who buy their insurance elsewhere can also benefit.,"Federal officials have reprogrammed Healthcare.gov, making new benefits available to tens of millions of Americans, weeks after Congress authorized spending billions on additional health law subsidies."
How N.Y.C.’s Population Expert Says the City Will Bounce Back,2021-04-01,article,News,,"['Population', 'Census', 'Immigration and Emigration', 'Content Type: Personal Profile', 'Coronavirus (2019-nCoV)']","Joseph J. Salvo, who is retiring after nearly 30 years as New York City’s chief demographer, is optimistic about New York City’s recovery after the pandemic.","In nearly three decades as New York City’s chief demographer at the Department of City Planning, Joseph J. Salvo has been the top expert on the city’s population, providing data and analysis of the city’s always-changing populace to help city officials, community organizers and journalists understand the most diverse city in the world."
What if the Pain Never Ends?,2021-04-01,article,Op-Ed,,"['Chronic Condition (Health)', 'Pain', 'Back (Human Body Part)', 'Addiction (Psychology)']",I will still have to face it with dignity.,"One morning a few years ago, my partner, Donika, rolled over in our bed, looked at me and sighed."
Would You Buy an NFT?,2021-04-01,article,News,,[],"Would you want to own an official version of a digital good like a video, an image or a song? How much would you be willing to pay?","Do you know what a nonfungible token, or NFT, is? Shira Ovide explains in the On Tech newsletter “NFTs Are Neither Miracles nor Scams”:"
The Freeing of the Ever Given,2021-04-01,article,Op-Ed,,"['Ships and Shipping', 'International Trade and World Market', 'Canals']","The stuck container ship became the butt of online jokes, but it was no minor crisis.","In the end, a full moon succeeded where puny machines could not, wrenching the mammoth barge out of the Egyptian mud in which it became wedged six days earlier. A spring tide finally set the Ever Given and its enormous stack of 18,300 shipping containers afloat again, drawing cheers from Egyptians on the shore and a virtual world beyond."
Science Plays the Long Game. But People Have Mental Health Issues Now.,2021-04-01,article,News,,"['Research', 'Mental Health and Disorders', 'Depression (Mental)', 'Brain', 'Psychiatry and Psychiatrists', 'Psychology and Psychologists', 'Drugs (Pharmaceuticals)', 'Clinical Trials', 'Memory', 'Science and Technology']","I’ve reported on behavior and mental health for 20 years. As I exit, I can’t help but wonder why researchers have placed so little emphasis on helping people in distress today.","When I joined the Science staff in 2004, reporters in the department had a saying, a reassuring mantra of sorts: “People will always come to the science section, if only to read about progress.”"
5 Things to Do This Weekend,2021-04-01,article,News,,"['Quarantine (Life and Culture)', 'Art', 'Music', 'Dancing', 'Jazz', 'Children and Childhood']",Our critics and writers have selected noteworthy cultural events to experience virtually.,"The Jazz Standard closed its location on East 27th Street in December, becoming the first major New York club to permanently shutter amid the coronavirus pandemic. But its leadership insists that’s not the end of the story: Simmering tensions with the landlord were largely to blame, and the club is on the hunt for a new, post-Covid location."
The Real Reason for the Border Crisis,2021-04-01,article,Op-Ed,,"['Illegal Immigration', 'Immigration and Emigration', 'Foreign Workers', 'Labor and Jobs', 'Migrant Labor (Non-Agriculture)']",No one is holding American employers to account for their willingness to hire millions of unauthorized immigrants.,"Once again, a humanitarian crisis is engulfing our southern border, as tens and potentially hundreds of thousands of migrants arrive from Mexico, Central America and around the world in the hope that the Biden administration will let them in and let them stay."
Are We Much Too Timid in the Way We Fight Covid-19?,2021-04-01,article,Op-Ed,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Regulation and Deregulation of Industry', 'United States Politics and Government', 'Tests (Medical)', 'Clinical Trials']","The debate among doctors, epidemiologists and economists is still going strong.",Here’s a question I’ve been mulling in recent months: Is Alex Tabarrok right? Are people dying because our coronavirus response is far too conservative?
"A Man Found 15,000 Bees in His Car After Grocery Shopping",2021-04-01,article,News,,['Bees'],"An off-duty firefighter in Las Cruces, N.M., whose hobby is beekeeping, safely removed the swarm from the man’s car in an Albertsons supermarket parking lot.","He had just finished grocery shopping, but a New Mexico man got much more than he bargained for when he returned to his car in the store’s parking lot: A swarm of 15,000 honey bees had taken over the back seat."
"Britain Holds On to a Colony in Africa, With America’s Help",2021-04-01,article,Op-Ed,,"['United States International Relations', 'Territorial Disputes', 'Law of the Sea (UN Convention)', 'Politics and Government', 'Military Bases and Installations', 'Colonization']",And together they are sabotaging their own efforts to curb China’s advances in the South China Sea.,"President Biden, speaking at the State Department’s headquarters soon after his inauguration, called the “rule of law” one of America’s “most cherished democratic values.” The notion, a central part of his foreign policy and his faith in treaties and international institutions, is both a riposte to the Trump administration and a useful stick with which to beat China and Russia."
"They Are Giving Hemingway Another Look, So You Can, Too",2021-04-01,article,News,,"['Books and Literature', 'Writing and Writers', 'Television', 'Documentary Films and Programs']",Lynn Novick and Ken Burns consider the seminal writer in all his complexity and controversy in their new PBS documentary series.,"Could there be anything more subversive than turning a spotlight, in this moment, on Ernest Hemingway?"
An Accidental Disclosure Exposes a $1 Billion Tax Fight With Bristol Myers,2021-04-01,article,News,,"['Tax Shelters', 'Tax Evasion', 'Corporate Taxes', 'Federal Taxes (US)', 'ACCOUNTING AND ACCOUNTANTS', 'Legal Profession']",The I.R.S. believes the American drugmaker used an abusive offshore scheme to avoid federal taxes.,"Almost nine years ago, Bristol Myers Squibb filed paperwork in Ireland to create a new offshore subsidiary. By moving Bristol Myers’s profits through the subsidiary, the American drugmaker could substantially reduce its U.S. tax bill."
Air Travel Is Already Back to Normal in Some Places. Here’s Where.,2021-04-01,article,News,,"['Travel and Vacations', 'Airports', 'AIRLINES AND AIRPLANES', 'Quarantine (Life and Culture)', 'Shutdowns (Institutional)']","While airports in major cities are still struggling, some smaller airports that are vacation destinations are busier than before the pandemic.","In Florida, Key West International Airport is busier than normal, while Miami International has half as many passengers as it did before the pandemic."
‘They Told Us Not to Resist’: Sexual Violence Pervades Ethiopia’s War,2021-04-01,article,News,,"['Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'Sex Crimes', 'Women and Girls', 'War and Armed Conflicts', 'Refugees and Displaced Persons', 'Politics and Government']","Rape is being used as a weapon as fighting rages in remote parts of Tigray region. “Even if we had shouted,” one woman said, “there was no one to listen.”","Mona Lisa lay on a hospital bed in Mekelle, the main city in war-torn northern Ethiopia, her body devastated but her defiance on display."
Virus Surge in Michigan Is a ‘Gut Punch’ to Hopes of Pandemic’s End,2021-04-01,article,News,,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Vaccination and Immunization', 'Disease Rates', 'States (US)']","The U.S. has entered a disconcerting phase: Vaccines are rolling out quickly, but upticks in cases raise the prospect of a new surge.","DETROIT — In a rural stretch of Michigan along the shore of Lake Huron, coronavirus outbreaks are ripping through churches, schools and restaurants where the virus has infected line cooks and waitresses. For more than a week, ambulances have taken several hourlong trips each day to rush severely ill coronavirus patients to hospitals in Detroit, Saginaw or Port Huron, where beds in intensive-care units await."
"Turning Away From Nursing Homes, to What?",2021-04-01,article,News,,"['Elder Care', 'Retirement', 'Elderly', 'Nursing Homes', 'Coronavirus (2019-nCoV)', 'Medicare', 'Medicaid', 'Content Type: Service']",Covid-19 has driven down Americans’ demand for senior care facilities. Building support for more elders to remain at home requires systemic changes.,"Regina Smith has dedicated her career to keeping seniors out of nursing homes. A geriatric social worker at an adult day care network in Indianapolis, she strives to provide services that can help people live independently."
What the History of Pandemics Can Teach Us About Resilience,2021-04-01,article,News,,"['Epidemics', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Income Inequality', 'History (Academic Subject)']",Widespread disease outbreaks have the potential to shock societies into new ways of living.,This article is part of a series on resilience in troubled times — what we can learn about it from history and personal experiences.
Brandi Carlile Has Always Seen Herself Clearly. Now It’s Our Turn.,2021-04-01,article,News,,"['Content Type: Personal Profile', 'Music', 'Books and Literature', 'Homosexuality and Bisexuality']","In her new memoir, “Broken Horses,” the singer-songwriter takes a deep look at how “a mean, scrappy little trailer girl with the wrong clothes” became a six-time Grammy winner.","Brandi Carlile was running late on account of a kitten emergency. She had arranged to pick up “this kitten thing” for her youngest daughter, Elijah’s, birthday, but then she was told she had to get it in the next 30 minutes, and the cat was an hour away. So now Carlile was sliding in front of her laptop screen for our interview with wet hair and a pink nose while also smoothly instructing an unseen collaborator in the details of deadline kitten extraction."
Enter the Age of the Vaccine Selfie,2021-04-01,article,News,,"['Photography', 'Vaccination and Immunization', 'Politics and Government', 'Quarantine (Life and Culture)', 'Social Media', 'Medicine and Health', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']","From topless politicians to designers, it’s a thing. And it’s part of a longer tradition than you might expect.","Someday, when the history of the pandemic is written, it may be a narrative told partly in images: the despair of crowded hospitals and body bags, the fear and isolation of the masks. And then the balm of a smiling individual, one sleeve rolled up practically to the collarbone, with a medical worker poised to jab a needle into their upper arm. Log in to any social platform, and the picture — not to mention The Pose — is almost impossible to miss."
‘It Takes Time’: I.C.U. Workers Help Their Former Covid Patients Mend,2021-04-01,article,News,,"['Coronavirus (2019-nCoV)', 'Chronic Condition (Health)', 'Therapy and Rehabilitation', 'Hospitals', 'Mental Health and Disorders', 'Ventilators (Medical)']","They survived serious cases of Covid-19, sometimes spending weeks on a ventilator, but not without complications. Now, a special clinic at an L.A. hospital is helping them get back to their lives.","LOS ANGELES — Three days after being released from Martin Luther King Jr. Community Hospital, Gilbert Torres returned on a stretcher, a clear tube snaking from his nose to an oxygen tank. It was the last place he wanted to be."
That Spotty Wi-Fi? There’s $100 Billion to Fix It.,2021-04-01,article,News,,"['Rural Areas', 'Computers and the Internet', 'Wireless Communications', 'E-Learning', 'Education (K-12)', 'Infrastructure (Public Works)', 'United States Politics and Government', 'American Jobs Plan (2021)']","President Biden's infrastructure proposal aims to close the digital divide, which has existed since the Clinton administration.","WASHINGTON — Kimberly Vasquez, a high school senior in Baltimore, faced a tough problem when the pandemic began. She had no fast internet service in her home, but all her classes were online."
