headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Obama Needles Clinton and G.O.P. Field at Correspondents’ Dinner,2016-05-01,article,News,,"['Presidential Election of 2016', 'Speeches and Statements', 'News and News Media', 'United States Politics and Government']",The president turned repeatedly to Republicans’ nominating contest for comedic fodder at the annual press corps event.,"WASHINGTON — President Obama poked fun at Hillary Clinton’s lack of appeal among young people Saturday night, joking at the annual White House press corps dinner that Mrs. Clinton was like an aging relative who cannot figure out how to use Facebook."
"Yankees’ Run Production Still Missing, Along With Explanations",2016-05-01,article,News,,['Baseball'],"The pitching has not been perfect, as Saturday’s 8-0 defeat at the hands of the surging Red Sox would indicate. But the offense has been the real culprit.","BOSTON — A few minutes after his team’s latest defeat, Yankees Manager Joe Girardi sat rigid in the visiting manager’s office at Fenway Park, once again trying to explain the team’s anemic offensive production."
"Jason Freedman, Neil Patel",2016-05-01,article,News,,['Weddings and Engagements'],"The couple met in 2010 at the Children’s Hospital of Philadelphia, where they both work.","Dr. Jason Lawrence Freedman and Neil Shailesh Patel were married on April 30 at the National Museum of American Jewish History in Philadelphia. Lois Kramer-Perez, who is a cousin of Dr. Freedman and a Universal Life minister, officiated."
"Laura Thompson, Sean Love",2016-05-01,article,News,,['Weddings and Engagements'],"The couple met at the University of North Carolina, from which they graduated.","Laura Elizabeth Thompson, the daughter of Liza A. Thompson and Dr. William R. Thompson III of Baltimore, was married April 30 to Sean Reed Love, the son of Susan J. Siravo of Providence, R.I., and Martin E. Love of Chapel Hill, N.C. The Rev. Charles Benz, an Episcopal priest, officiated at the Carolina Inn, a hotel in Chapel Hill."
"Alice Shepherd, Alexander Randall",2016-05-01,article,News,,['Weddings and Engagements'],The couple was introduced in 2011 by a mutual friend on Martha’s Vineyard.,"Alice Sophie Shepherd, the daughter of Bernadette K. Shepherd and Nicholas P. Shepherd of Dallas, was married April 30 to Alexander Lodge Randall, the son of Sally A. Lodge of Wellesley, Mass., and Donn A. Randall of Boston. The Rev. Donald J. Ours, a Roman Catholic priest, performed the ceremony at Holy Trinity Catholic Church in Dallas."
"Alicia Aemisegger, Patrick Biggs",2016-05-01,article,News,,['Weddings and Engagements'],The bride and groom are Princeton graduates who work for Morgan Stanley in New York.,"Alicia Lynn Aemisegger, a daughter of Gaynor L. Morrison and John A. Aemisegger of Oreland, Pa., was married April 30 to Patrick Matthew Biggs, a son of Cheryl D. Biggs and Peter G. Biggs Sr. of Wellesley, Mass. The Rev. Thomas Summers, a Presbyterian minister, officiated at the Downtown Club of Philadelphia."
"Julia Lorenzet, Jacob Oher",2016-05-01,article,News,,['Weddings and Engagements'],"The couple met at Lake Forest College, from which the bride graduated.","Julia Connors Lorenzet, the daughter of Lisa C. Connors and Donald J. Lorenzet of Rye, N.H., was married April 30 to Jacob Alexander Oher, a son of Susan L. Oher and James M. Oher of New York. Jarrod Gaither, who was ordained by the American Fellowship Church, officiated at the University Club of Chicago."
"Lauren Kirchner, Evan Simko-Bednarski",2016-05-01,article,News,,['Weddings and Engagements'],The bride and groom have degrees from Wesleyan and Columbia.,"Lauren Kirchner and Evan Simko-Bednarski were married under the Pennsylvania self-uniting statute on April 30 at the Farm at Eagles Ridge in Lancaster, Pa."
"Dunja Simunovic, Victor Dupont",2016-05-01,article,News,,['Weddings and Engagements'],The couple met at the University of Pennsylvania.,"Dunja Simunovic and Victor Ross Dupont were married April 30 at Cherry Hill in Central Park in Manhattan. Jerrod Lakoff, who is the groom’s godfather and a Universal Life minister, officiated."
"Alyssa Hjemdahl-Monsen, John McKee",2016-05-01,article,News,,['Weddings and Engagements'],The couple met in September 2011 when they were working together at a Manhattan law firm.,"Alyssa Beth Hjemdahl-Monsen, a daughter of Dr. Lisa H. Hjemdahl-Monsen and Dr. Craig E. Hjemdahl-Monsen of Bedford, N.Y., was married April 30 to John Thomas McKee, a son of Barbara A. McKee of Austin, Tex., and Brian R. McKee of Winnsboro, Tex. The Rev. Mark Giller, a Sanctuary of the Beloved minister, officiated at the Lotte New York Palace Hotel."
"Katherine Phillips, Eric Bent",2016-05-01,article,News,,['Weddings and Engagements'],"The bride and groom graduated from Brown, where they met as freshmen.","Katherine Reece Phillips, a daughter of Lisa C. Phillips and Dr. Thomas H. Phillips of Charlotte, N.C., was married April 30 to Eric Huttenlocher Bent, a son of Dr. Anna Huttenlocher and Andrew F. Bent of Madison, Wis. The Rev. Cathy Seggel performed the ceremony at the First Unitarian Church of Providence, R.I."
"Carolyn Treasure, Kenneth Barshop",2016-05-01,article,News,,['Weddings and Engagements'],The couple met at the University of North Carolina. They are both medical students.,"Carolyn Linnea Treasure, a daughter of Lisa K. Treasure and Dr. Charles B. Treasure of Knoxville, Tenn., was married April 30 to Kenneth Gregory Barshop, a son of Beverly Barshop and Ronald C. Barshop of San Antonio. The Rev. John Sweeney, an American Fellowship Church minister, officiated at the Glen Manor House in Portsmouth, R.I."
"Stefania Distefano, Daniel Simonetti",2016-05-01,article,News,,['Weddings and Engagements'],The couple began dating on their college graduation night in May 2008.,"Stefania Distefano, the daughter of Nicolanna Distefano and Luigi Distefano of Wallingford, Conn., was married April 30 to Daniel Simonetti, son of Marie J. Simonetti and James M. Simonetti of Manchester, Conn. Msgr. Donald Sakano, a Roman Catholic priest, performed the ceremony at St. Patrick’s Old Cathedral in New York."
Allison Siegel and Michael McCullick: Seems Like a Good Idea for a Musical,2016-05-01,article,News,,"['Weddings and Engagements', 'Fleet Week']",He was a sailor walking by her table during Fleet Week in New York. They caught each other’s eye.,"Allison Jill Siegel, a daughter of Marjorie K. Slater of Nyack, N.Y., and David A. Siegel of Tarrytown, N.Y., is to be married May 1 to Michael Thomas McCullick, the son of David A. McCullick of Santa Rosa, Calif. Cantor Beth Hancock is to officiate at Perona Farms in Andover, N.J."
"Meric Gulum, Justin Weinkle",2016-05-01,article,News,,['Weddings and Engagements'],The bride and groom work in New York. She is a third-grade teacher and he works for a financial services firm.,"Meric Murvet Gulum, the daughter of Gulzade K. Gulum and Dr. Ali G. Gulum of Plainview, N.Y., was married April 30 to Justin James Weinkle, the son of Dr. Susan H. Weinkle and Dr. Dana J. Weinkle of Bradenton, Fla. Rabbi Roger Ross officiated at Gurney’s, a resort and spa in Montauk, N.Y. The Rev. Farida Ali, an interfaith minister ordained by the New Seminary in New York, led a part of the ceremony that involved Turkish-Muslim wedding traditions."
"Frances Eaton, Jack Mayer",2016-05-01,article,News,,['Weddings and Engagements'],The couple was introduced in 2010 through a childhood friend of the bride.,"Frances Karen Eaton, a daughter of Nancy M. Eaton of Macon, Ga., and Thomas E. Eaton Jr. of Bethesda, Md., was married April 30 to Jack Andrew Menendez Mayer, a son of Nancy Menendez and Andrew J. Mayer Jr. of Morris Township, N.J. The Rev. Kevin Gillespie performed the ceremony at Holy Trinity Roman Catholic Church in Washington."
"Hope Yates, Manu Nathan",2016-05-01,article,News,,['Weddings and Engagements'],"The couple met at Brooklyn Law School, from which they graduated.","Hope Starr Yates and Manu Ganesh Nathan were married April 30 in the Rainbow Room in New York. Sidharth Nathan, the groom’s brother who became a Universal Life minister for the event, officiated."
Shortcomings in the Yankees Rotation,2016-05-01,article,Brief,,['Baseball'],Yankees starter Michael Pineda pitched five innings against Boston on Saturday; it was his third five-inning start. But he is not the only Yankees starter to fall short this season.,Yankees starter Michael Pineda pitched five innings against Boston on Saturday; it was his third five-inning start. But he is not the only Yankees starter to fall short this season.
"Elizabeth Chan, Brian Knabenshue",2016-05-01,article,News,,['Weddings and Engagements'],The couple met while working together at Lockheed Martin.,"Elizabeth Claire Chan and Brian Howard Knabenshue were married April 30 at Vintage Ranch, an event space in Paso Robles, Calif. Michelle Kenyon, an ordained minister of the Universal Life Church, officiated."
"Natasha Desai, Sameer Singh",2016-05-01,article,News,,['Weddings and Engagements'],"The bride is a sports-medicine and emergency-medicine physician, and the groom is a lawyer.","Dr. Natasha Nikhil Desai, a daughter of Varsha N. Desai and Nikhil V. Desai of Diamond Bar, Calif., was married April 30 to Sameer Singh, the son of Kamla Mona Singh and Jay J. Singh, both of Anaheim Hills, Calif. Raj M. Desai, a cousin of the bride who became a minister for the occasion of American Marriage Ministries, officiated at the Mandarin Oriental hotel in Las Vegas."
"Robert Martiniello, James Rizzolo",2016-05-01,article,News,,['Weddings and Engagements'],The couple met in 2013 at a bowling league outing in New York.,"Robert Richard Martiniello and James Southgate Rizzolo were married April 29 at ABC Kitchen, a restaurant in New York. The Rev. Nigel Emmett, a minister of the American Fellowship Church, officiated."
"Jessica Haber, Matthew Podell",2016-05-01,article,News,,['Weddings and Engagements'],The couple were introduced through OkCupid.,"Jessica Lauren Haber and Matthew Seth Podell are to be married May 1 at Blue Hill at Stone Barns in Pocantico Hills, N.Y. Rabbi Abbi Sharofsky is to officiate."
"Charlotte Johnson, Christopher Jones",2016-05-01,article,News,,['Weddings and Engagements'],"The bride is a descendant of Mayflower passengers, and the groom of Daniel Webster.","Charlotte Davis Johnson, the daughter of Eileen Davis Johnson and Andrew B. Johnson III of Pelham Manor, N.Y., was married April 30 to Christopher Nelson Jones, a son of Diane H. Jones and Gordon W. Jones of Fairfield, Conn. The Rev. Douglas S. Phillips, an uncle of the bride who is a Presbyterian minister and a chaplain at Westchester Medical Center in Valhalla, N.Y., officiated at the Hillsboro Club, a reception space in Hillsboro Beach, Fla."
"Corrections: May 1, 2016",2016-05-01,article,Correction,,[],"Corrections appearing in print on Sunday, May 1, 2016.",FRONT PAGE
"Your Weekend Briefing: Ted Cruz, Donald Trump, N.F.L.",2016-05-01,article,News,,[],Here’s what you need to know about the week’s top stories.,"Here are the week’s top stories, and a look ahead."
Your Weekend Briefing,2016-05-01,multimedia,Slideshow,,[],Here’s what you need to know about the week’s top stories.,Here’s what you need to know about the week’s top stories.
Indiana Economy Offers Caution and Inspiration as Primary Nears,2016-05-01,article,News,,"['United States Economy', 'Factories and Manufacturing', 'Presidential Election of 2016', 'Labor and Jobs', 'Layoffs and Job Reductions']","Closed factories and lost jobs are driving economic themes as the state votes on Tuesday, but this Midwestern manufacturing hub is no image of decline.","INDIANAPOLIS — As the presidential race came to Indiana, candidates of both parties seized on a fresh example in this industrial state of factory jobs being shipped abroad."
The Street Forever Known as Prince,2016-05-01,article,Brief,,['Subways'],"Recalling a subway ride uptown on the R line, when the announcer made a special dedication to Prince Street.",Dear Diary:
1891: Dynamite Bomb in Paris,2016-05-01,article,News,,['Bombs and Explosives'],From the International Herald Tribune archives: A dynamite bomb is exploded by anarchists in Paris.,"PARIS — ‘‘A dynamite bomb, and exploded by the Anarchists! ” Such was the cry which flew round Paris at an early hour yesterday morning [May 1] over telegraph and telephone wire. "
Bernie Sanders’s Fund-Raising Plunges Amid Campaign Woes,2016-05-01,article,News,,"['Campaign Finance', 'Presidential Election of 2016']","Mr. Sanders, who announced last week he would lay off hundreds of workers, raised about $20 million less for his insurgent campaign in April than he did in March.","Senator Bernie Sanders of Vermont raised just $25.8 million for his campaign in April, down by more than 40 percent from the previous month, as he faces an increasingly narrow path in the race for the Democratic nomination for president."
"Malia Obama to Attend Harvard, but Not Until 2017",2016-05-01,article,News,,['Colleges and Universities'],President Obama’s oldest daughter will defer her college career until after her father leaves office.,"WASHINGTON — Malia Obama, the older daughter of President Obama, plans to attend Harvard University beginning in the fall of 2017, the White House announced on Sunday, waiting until her father leaves office to begin her college career."
A Case for Using Street Art to Clean Up Dreary Stretches of the Bronx,2016-05-01,article,News,,"['Art', 'Graffiti', 'Murals', 'Youth']","John Beltran, who is known as SinXero, has successfully convinced a number of Bronx landlords to allow artists to paint large murals on their walls.","John Beltran found his muse in a graffiti-covered New York City that was broke, dirty and dangerous. He used to tag along as his father, a numbers runner and loan shark, made his rounds in El Barrio and the South Bronx in the 1970s. The streets were a revelation to him, a child who spent his days drawing pictures from the Encyclopaedia Britannica. Suddenly, what he saw in books couldn’t compete with what he found on walls."
What to Cook This Week,2016-05-01,article,News,,"['Cooking and Cookbooks', 'Recipes']","Plan your meals, then relax with a mesmerizing video of a puppy massage.","Sam Sifton emails readers of Cooking five days a week to talk about food and suggest recipes. That email also appears here. To receive it in your inbox, register here."
What’s on TV Sunday,2016-05-01,article,Schedule,,"['Television', 'Web-Original Programming', 'Movies']",“Penny Dreadful” brings Count Dracula into its lair. And Lorraine Bracco plays an overlord named Toni in “Dice.”,Something wicked this way comes in a new season of “Penny Dreadful.” Lorraine Bracco joins “Dice” as an overlord named Toni. And Sharon Horgan shows off her pre-“Catastrophe” chops in “Dead Boss.” 
Ted Cruz’s Support Softens Among the Delegates He Courted,2016-05-01,article,News,,"['Presidential Election of 2016', 'Republican National Convention', 'Elections, House of Representatives', 'Primaries and Caucuses']","The gravitational pull of Donald J. Trump’s recent primary landslides is drawing more Republicans toward him, threatening Mr. Cruz’s hopes of winning in a floor fight.","Even as Donald J. Trump trounced him from New Hampshire to Florida to Arizona, Senator Ted Cruz could reassure himself with one crucial advantage: He was beating Mr. Trump in the obscure, internecine delegate fights that could end up deciding the Republican nomination for president."
"Needing to Win, Ted Cruz Trails Donald Trump in Indiana by 15 Points, Poll Finds",2016-05-01,article,News,,"['Polls and Public Opinion', 'Presidential Election of 2016', 'Primaries and Caucuses', 'Republican National Convention']","A poll of Indiana Republicans shows Mr. Trump with 49 percent of the vote, Mr. Cruz with 34 percent, and Gov. John Kasich with 13 percent heading into the state’s primary on Tuesday.","Donald J. Trump is leading Senator Ted Cruz of Texas by double digits in Indiana, according to a new NBC News/Wall Street Journal/Marist poll, an ominous sign for Mr. Cruz going into the crucial primary there on Tuesday."
1941: British Troops in Egypt,2016-05-01,article,News,,['World War II (1939-45)'],From the International Herald Tribune archives: British troops arrive in Egypt in 1941.,CAIRO — Thousands of British imperial troops disembarked today [May 1] at the port which they left a short month ago to fight in the Battle of the Balkans. They arrived in a large convoy and were the first contingent of that large part of the British expeditionary force withdrawn successfully from the Greek mainland under the noses of the seemingly numberless Nazi warplanes. 
"In Brazil, a New Nostalgia for Military Dictatorship",2016-05-01,article,Op-Ed,,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Human Rights and Human Rights Violations', 'Corruption (Institutional)']",Why are some Brazilians pining for the days when a repressive junta ruled the country?,"SÃO PAULO, Brazil — “They lost in 1964, and now they have lost in 2016,” Jair Bolsonaro, a conservative congressman, said during the April 17 session when the lower house voted to move ahead with the impeachment of President Dilma Rousseff. With these words he sided with the “winners” of a military coup that overthrew a democratically elected government in 1964 and set the stage for 21 years of brutal military dictatorship."
Heng on Abu Sayyaf’s Resurgence in the Philippines,2016-05-01,article,Op-Ed,,['Kidnapping and Hostages'],"Abu Sayyaf militants are thriving in the Philippines, and their heightened campaign of high-profile abductions has attracted international attention.","Abu Sayyaf militants are thriving in the Philippines, and their heightened campaign of high-profile abductions has attracted growing international attention."
‘The Jungle Book’ Trounces 3 New Wide-Release Films to Top Box Office,2016-05-01,article,News,,['Movies'],"The Disney juggernaut keeps chugging along, leaving “Keanu,” “Mother’s Day” and “Ratchet & Clank” in its wake.","“The Jungle Book” sold more tickets in its third weekend in North American theaters than three new wide-release films — “Keanu,” “Mother’s Day” and “Ratchet & Clank” — managed to sell combined in their first."
Ignoring the Politics of Bad News,2016-05-01,article,News,,"['United States Economy', 'Presidential Election of 2016', 'Recession and Depression', 'Income Inequality']","The candidates are portraying an America under threat from its challenges, which plays down progress made on many economic and social issues.","As in any national election without an incumbent president, the candidates are painting a not-so-pretty picture of America: The country is “going to hell,” bluntly asserts the Republican front-runner Donald J. Trump."
"Dilma Rousseff, Facing Impeachment in Brazil, Has Alienated Many Allies",2016-05-01,article,News,,"['Impeachment', 'Bribery and Kickbacks', 'Economic Conditions and Trends', 'Embezzlement']",Many political analysts say the president’s slow-motion downfall is tied to an autocratic persona and a go-it-alone work style that has driven away scores of political allies.,"BRASÍLIA — They were idealists, united in the struggle against Brazil’s military dictators."
Tarot Cards in the Age of Yelp: What Psychics See in Those Stars,2016-05-01,article,News,,"['Psychics and Fortune Tellers', 'Consumer Reviews']","The online review site is a clearinghouse for complaints from unhappy customers, but fortunetellers say bad reviews mean little in their business.","“Rather mediocre,” one reviewer wrote on Yelp. Others were less kind."
Abu Sayyaf Releases 10 Indonesian Sailors Held Hostage in Philippines,2016-05-01,article,News,,"['Kidnapping and Hostages', 'Piracy at Sea']","The 10 men were abducted on March 26 by Abu Sayyaf militants, who demanded ransom. There was no confirmation on Sunday that money had changed hands.","MANILA — Ten sailors from Indonesia who had been held hostage in the Philippines for more than a month were released on Sunday, officials from both countries said."
Jewish Museum to Feature the Work of Pierre Chareau,2016-05-01,article,News,,"['ARCHITECTURE', 'Design', 'Museums']","The show, “Pierre Chareau: Modern Architecture and Design,” is scheduled to start Nov. 4, is the third exhibition in the museum’s design trifecta.","This fall, the Jewish Museum will present what it’s billing as the first United States exhibition devoted to the work of Pierre Chareau, a French Modernist who for decades fell out of the mainstream history of art and architecture."
"Isaac Hempstead-Wright on ‘Game of Thrones,’ Bran Stark’s Return and Hodor",2016-05-01,article,News,,"['Television', 'ACTORS AND ACTRESSES']",The actor returns to the show Sunday for the first time since Season 4.,"Bran Stark, missing in action since the end of Season 4 of “Game of Thrones,” makes his return to the story on Sunday night."
"Man Wrongfully Convicted of Murder Awaits His Exoneration, 52 Years Later",2016-05-01,article,News,,"['False Arrests, Convictions and Imprisonments', 'Amnesties, Commutations and Pardons', 'Murders, Attempted Murders and Homicides']","The Brooklyn district attorney’s Conviction Review Unit uncovered a tale of legal malfeasance in the 1964 prosecution of Paul Gatling, 81, who now lives in Virginia.","A couple of years ago, Paul Gatling, a retired landscaper in Virginia, happened to see an article in a local newspaper about the Brooklyn district attorney’s efforts to identify wrongful convictions."
"On Sunday Talk Shows, Donald Trump and Hillary Clinton Preview Potential General Election Fight",2016-05-01,article,News,,['Presidential Election of 2016'],"Donald J. Trump and Hillary Clinton threw some practice jabs in interviews broadcast on Sunday, signaling a general election that could focus heavily on Mrs. Clinton’s gender and on her more hawkish foreign policy.",Before the boxing comes the shadow boxing.
With Larry Wilmore Before the White House Correspondents’ Dinner,2016-05-01,article,News,,"['Comedy and Humor', 'News and News Media']","Mr. Wilmore, the featured comedian at the White House Correspondents’ Association dinner, said his appearance was “one of those accidents of timing.”","WASHINGTON — It was midafternoon on Saturday, and Larry Wilmore was doing a sound check in the empty International Ballroom of the Washington Hilton, where he was to be the featured comedian of that night’s annual White House Correspondents’ Association dinner."
Iraq Protesters Leave Baghdad Green Zone on Cleric’s Order,2016-05-01,article,News,,"['Demonstrations, Protests and Riots', 'Corruption (Institutional)', 'Shiite Muslims', 'Legislatures and Parliaments', 'United States International Relations', 'Muslims and Islam']","A day after his followers stormed the capital’s fortified core, the Shiite cleric Moktada al-Sadr demanded that Parliament meet soon to approve a new cabinet.","BAGHDAD — After a day of sleeping, praying and even swimming in the Green Zone, the government citadel historically off limits to ordinary Iraqis, protesters began leaving Sunday evening on orders from the man who had sent them: Moktada al-Sadr, the influential Shiite cleric."
Review: A Darwinian ‘Streetcar’ With a Feminist Streak,2016-05-01,article,Review,,['Theater'],"“A Streetcar Named Desire,” directed by Benedict Andrews, is a brave take on a classic play that envelops the audience in a timelessly primeval world.","It really is a jungle out there, Blanche, that same cruel, do-or-die world described by Darwin. And while it’s noble of you to plead with your sister not to “hang back with the brutes” — to choose the aesthetes over the animals — you surely know it’s a waste of breath."
White House Correspondents’ Association Fashion,2016-05-01,multimedia,Slideshow,,['Fashion and Apparel'],"See what Michelle Obama, Kendall Jenner, Kerry Washington and more wore to the annual White House press corps dinner on Saturday.","See what Michelle Obama, Kendall Jenner, Kerry Washington and more wore to the annual White House press corps dinner on Saturday."
Welfare and the Politics of Poverty,2016-05-01,multimedia,Video,,"['Poverty', 'Welfare (US)', 'United States Politics and Government']","Bill Clinton’s 1996 welfare reform was supposed to move needy families off government handouts and onto a path out of poverty. Twenty years later, how has it turned out?","Bill Clinton’s 1996 welfare reform was supposed to move needy families off government handouts and onto a path out of poverty. Twenty years later, how has it turned out?"
"20 Years Later, Welfare Overhaul Resonates for Families and Candidates",2016-05-01,article,News,,"['United States Politics and Government', 'United States Economy', 'Welfare (US)', 'Poverty', 'Presidential Election of 2016']","A 1996 law creating work rules and time limits for aid recipients was initially hailed as a success, but poverty rates remain high, a daunting problem for the next president.","In a sense, this is a “Back to the Future” presidential campaign, with candidates revisiting a specific time in the past to explain — and often lament — where the country is today. That period is often the 1990s, during Bill Clinton’s White House watch. It was when stricter anti-crime measures and looser financial regulations came into being, policies now attacked almost daily by contenders offering voters their visions and revisions."
"Giants Discover, and Exploit, a Weakness Against Syndergaard",2016-05-01,article,News,,['Baseball'],San Francisco base runners were 3 for 3 in steal attempts against Noah Syndergaard and snapped the Mets’ eight-game winning streak.,"Noah Syndergaard seldom looks uncomfortable on the field. He is a 6-foot-6, stone-faced intimidator who threw his first pitch in the 2015 World Series toward an opponent’s head."
"Review: ‘Houdini & Doyle,’ Another Crime-Solving Pair",2016-05-01,article,Review,,['Television'],Arthur Conan Doyle believes in the paranormal. Harry Houdini scoffs at the idea. Together they solve mysteries on Fox.,Arthur Conan Doyle believes in the paranormal. Harry Houdini scoffs at the idea. Together they solve crimes on Fox. Sound familiar?
Treasury Auctions Set for the Week of May 2,2016-05-01,article,Schedule,,"['Municipal Bonds', 'Auctions', 'Government Bonds']",The following tax-exempt fixed-income issues are scheduled for pricing this week.,The Treasury’s schedule of financing this week includes Monday’s regular weekly auction of new three- and six-month bills and an auction of four-week bills on Tuesday.
"Review: ‘Baaghi,’ a Bollywood Rebel Tale in Search of a Cause",2016-05-01,article,Review,,['Movies'],"Fists and feet fly in this movie with the usual grab bag of romance, comedy and drama, directed by Sabbir Khan and starring Tiger Shroff and Shraddha Kapoor.","The trailer for “Baaghi” has a body-count ticker — a winking boast about the movie’s martial spirit — that tops out at 114. And though I didn’t tally ’em up, it’s true that body after expendable body is thwacked, pummeled and left for dead in “Baaghi,” as our hero, Ronny, fights his way to … well, to what exactly?"
"After Last Year’s Slip, Nadal Again Finds Firm Footing on Clay",2016-05-01,article,News,,"['Tennis', 'French Open (Tennis)']","Coming off his least successful season on his favorite surface in more than a decade, Rafael Nadal has won two events on clay and has his sights set on the Madrid Open and the French Open.","MADRID — After an uncharacteristic skid last year, Rafael Nadal has regained his traction on the slippery clay that he had once dominated, adding intrigue to this week’s Madrid Open."
Copycat’s Comment,2016-05-01,article,News,,['Crossword Puzzles'],The return of Paula Gamache.,"MONDAY PUZZLE — Paula Gamache is back, and she seems to be telling us something in her theme. "
Review: ‘Persée et Andromède’ Glows at Manhattan School of Music,2016-05-01,article,Review,,['Opera'],This opera drawn from Greek mythology was presented as part of a French double bill with “L’Enfant et les Sortilèges.”,"The operatic repertory keeps getting bigger, with most of the expansion at the two ends of the timeline. There’s been an explosion of revivals of long-ignored early Baroque and bel canto works, as well as a robust interest in brand-new pieces."
"Review: Jenny Diski’s ‘In Gratitude,’ an Uphill Life on and Off Cancer Road",2016-05-01,article,Review,,"['Books and Literature', 'Lung Cancer', 'Writing and Writers']","The essayist and novelist, who died last week at 68, has written a different kind of cancer memoir, and an almost entirely platitude-free one.","When the essayist and novelist Jenny Diski, who died last week at 68, learned she had inoperable lung cancer, her first impulse was to make a “Breaking Bad” joke. She turned to her husband and said, in front of her doctor, “We’d better get cooking the meth.”"
